estimate_id,cancer_code,regimen,role,drug,trial_name,trial_alias,trial_nct,ref,source_locator,source_locator_status,source_endpoint_label,source_population_label,setting,source_n,metric,value,value_status,unit,ci_low,ci_low_status,ci_high,ci_high_status,ci_basis,timepoint,metric_n,responders,note,source_verified,value_basis
ICI-2f44f89310-01,DIPG,PD-1,alternate,nivolumab,CheckMate-908,,,PMID:36808285,,not_extracted,,,"recurrent/progressive pediatric high-grade glioma (cohort 2), nivolumab monotherapy (NIVO3)",16,OS,6.7,numeric,months,3,numeric,14.6,numeric,reported,median,16,,95% CI (cohort 2 OS is a secondary endpoint); confirmed verbatim,True,reported
ICI-001726a0e3-01,DIPG,PD-1,alternate,nivolumab,CheckMate-908,,,PMID:36808285,,not_extracted,,,"recurrent/progressive pediatric high-grade glioma (cohort 2), nivolumab monotherapy (NIVO3)",16,PFS,1.7,numeric,months,1.4,numeric,2.7,numeric,reported,median,16,,80% CI (cohort 2 PFS is primary endpoint); confirmed verbatim,True,reported
ICI-e42db6628c-01,DIPG,PD-1,alternate,nivolumab,CheckMate-908,,,PMID:36808285,,not_extracted,,,"recurrent/progressive pediatric high-grade glioma (cohort 2), nivolumab monotherapy (NIVO3)",16,PFS_RATE,9.4,numeric,rate_percent,0.7,numeric,31.8,numeric,reported,6-month,16,,95% CI; confirmed verbatim,True,reported
ICI-d7188974ab-01,DLBC,PD-1,primary,nivolumab,CheckMate 139,CA209-139,NCT02038933,PMID:30620669,,not_extracted,,,"R/R DLBCL, auto-HCT-failed cohort",87,ORR,10,numeric,percent,,not_extracted,,not_extracted,not_extracted,,87,9,"IRC-assessed ORR 10% (9/87) in auto-HCT-failed cohort; matches full text. Corrected trial name back to CheckMate 139 (CA209-139); the flagged 'CheckMate-039' correction was wrong (that is NCT01592370, a different trial).",True,reported
ICI-fad62b3255-01,DLBC,PD-1,primary,nivolumab,CheckMate 139,CA209-139,NCT02038933,PMID:30620669,,not_extracted,,,"R/R DLBCL, auto-HCT-failed cohort",87,CRR,3,numeric,percent,,not_extracted,,not_extracted,not_extracted,,87,3,"3 complete responses, durable (11+, 14+, 17 mo at cutoff)",False,reported
ICI-b8f9719958-01,DLBC,PD-1,primary,nivolumab,CheckMate 139,CA209-139,NCT02038933,PMID:30620669,,not_extracted,,,"R/R DLBCL, auto-HCT-failed cohort",87,DOR,11,numeric,months,,not_extracted,,not_extracted,not_extracted,median,,,"median DOR for CR subset, auto-HCT-failed cohort (PRs ~7 mo)",False,reported
ICI-4182f54785-01,DLBC,PD-1,primary,nivolumab,CheckMate 139,CA209-139,NCT02038933,PMID:30620669,,not_extracted,,,"R/R DLBCL, auto-HCT-failed cohort",87,PFS,1.9,numeric,months,,not_extracted,,not_extracted,not_extracted,median,87,,median PFS auto-HCT-failed,False,reported
ICI-1978c8ccd2-01,DLBC,PD-1,primary,nivolumab,CheckMate 139,CA209-139,NCT02038933,PMID:30620669,,not_extracted,,,"R/R DLBCL, auto-HCT-failed cohort",87,OS,12.2,numeric,months,,not_extracted,,not_extracted,not_extracted,median,87,,median OS auto-HCT-failed,False,reported
ICI-5ccaa6b719-01,DLBC,PD-1,alternate,nivolumab,CheckMate 139,CA209-139,NCT02038933,PMID:30620669,,not_extracted,,,"R/R DLBCL, auto-HCT-ineligible cohort",34,ORR,3,numeric,percent,,not_extracted,,not_extracted,not_extracted,,34,1,ORR 3% (1/34) in auto-HCT-ineligible cohort; the single responder was a PR (CR rate 0%),False,reported
ICI-c8e2ba8f45-01,DLBC,PD-1,alternate,nivolumab,CheckMate 139,CA209-139,NCT02038933,PMID:30620669,,not_extracted,,,"R/R DLBCL, auto-HCT-ineligible cohort",34,CRR,0,numeric,percent,,not_extracted,,not_extracted,not_extracted,,34,0,no complete responses in ineligible cohort per full text,False,reported
ICI-aef2b3301d-01,DLBC,PD-1,alternate,nivolumab,CheckMate 139,CA209-139,NCT02038933,PMID:30620669,,not_extracted,,,"R/R DLBCL, auto-HCT-ineligible cohort",34,DOR,8.3,numeric,months,,not_extracted,,not_extracted,not_extracted,median,,,median DOR ineligible cohort (~8.3 mo per full text),False,reported
ICI-732c723e34-01,DLBC,PD-1,alternate,nivolumab,CheckMate 139,CA209-139,NCT02038933,PMID:30620669,,not_extracted,,,"R/R DLBCL, auto-HCT-ineligible cohort",34,PFS,1.4,numeric,months,,not_extracted,,not_extracted,not_extracted,median,34,,median PFS ineligible,False,reported
ICI-1452386811-01,DLBC,PD-1,alternate,nivolumab,CheckMate 139,CA209-139,NCT02038933,PMID:30620669,,not_extracted,,,"R/R DLBCL, auto-HCT-ineligible cohort",34,OS,5.8,numeric,months,,not_extracted,,not_extracted,not_extracted,median,34,,median OS ineligible,False,reported
ICI-15c4121090-01,PMBCL,PD-1,alternate,pembrolizumab,KEYNOTE-170 (2019 primary analysis),MK-3475-170,NCT02576990,PMID:31609651,,not_extracted,,,R/R primary mediastinal large B-cell lymphoma; 2019 JCO primary analysis,53,ORR,45,numeric,percent,,not_extracted,,not_extracted,not_extracted,,53,24,Armand 2019 JCO primary analysis reports ORR 45% (24/53). Kept as PMBCL-specific alternate to the 2023 Blood final-analysis primary rows; PMBCL is a separate WHO entity from DLBCL.,True,reported
ICI-c09b429cc5-01,PMBCL,PD-1,alternate,pembrolizumab,KEYNOTE-170 (2019 primary analysis),MK-3475-170,NCT02576990,PMID:31609651,,not_extracted,,,R/R primary mediastinal large B-cell lymphoma; 2019 JCO primary analysis,53,CRR,13,numeric,percent,,not_extracted,,not_extracted,not_extracted,,53,7,Complete response rate 13% (7/53); PR 32%; 2019 primary-analysis value differs from 2023 final-analysis CRR 20.8%.,True,reported
ICI-e045c0d841-01,EPN,PD-1,primary,nivolumab +/- ipilimumab,CheckMate 908,CA209-908,NCT03130959,PMID:36808285,,not_extracted,,,"relapsed/resistant ependymoma, pooled NIVO3 +/- IPI1 arms",22,ORR,4.5,numeric,percent,,not_extracted,,not_extracted,not_extracted,,22,1,Pooled EPN ORR is 1/22 across NIVO3 (1/12 PR) and NIVO3+IPI1 (0/10) arms; full text reports one PR with NIVO3 in MSI-H relapsed/resistant ependymoma; no source-reported ORR CI.,True,reported
ICI-b3d75c53c7-01,EPN,PD-1,primary,nivolumab,CheckMate 908,CA209-908,NCT03130959,PMID:36808285,,not_extracted,,,"relapsed/resistant ependymoma, nivolumab monotherapy arm",12,PFS,1.4,numeric,months,1.4,numeric,2.6,numeric,reported,median,12,,80% CI 1.4-2.6; verified vs full text,True,reported
ICI-f6db400548-01,EPN,PD-1,primary,nivolumab,CheckMate 908,CA209-908,NCT03130959,PMID:36808285,,not_extracted,,,"relapsed/resistant ependymoma, nivolumab monotherapy arm",12,OS,5.7,numeric,months,1.8,numeric,,not_extracted,reported,median,12,,95% CI 1.8-NA; verified vs full text,True,reported
ICI-d318c83a29-01,EPN,PD-1,primary,nivolumab,CheckMate 908,CA209-908,NCT03130959,PMID:36808285,,not_extracted,,,"relapsed/resistant ependymoma, nivolumab monotherapy arm",12,PFS_RATE,27.3,numeric,rate_percent,6.5,numeric,53.9,numeric,reported,6-month,12,,"6-month PFS rate, nivo arm; 95% CI 6.5-53.9 per full text (CIs added)",False,reported
ICI-508bc91a3e-01,EPN,PD-1,primary,nivolumab,CheckMate 908,CA209-908,NCT03130959,PMID:36808285,,not_extracted,,,"relapsed/resistant ependymoma, nivolumab monotherapy arm",12,OS_RATE,41.7,numeric,rate_percent,15.2,numeric,66.5,numeric,reported,12-month,12,,"12-month OS rate, nivo arm; 95% CI 15.2-66.5 verified",True,reported
ICI-0ec5911eda-01,EPN,PD-1,alternate,nivolumab + ipilimumab,CheckMate-908,,NCT03130959,PMID:36808285,,not_extracted,,,"relapsed/resistant ependymoma, nivolumab+ipilimumab arm",10,ORR,0,numeric,percent,,not_extracted,,not_extracted,not_extracted,,10,0,"No objective responses in NIVO3+IPI1 arm (0/10); full text context already included in the primary pooled 1/22 EPN ORR, so exclude from responder pooling.",True,reported_context
ICI-551c15df42-01,EPN,PD-1,alternate,nivolumab + ipilimumab,CheckMate-908,,NCT03130959,PMID:36808285,,not_extracted,,,"relapsed/resistant ependymoma, nivolumab+ipilimumab arm",10,PFS,4.6,numeric,months,1.4,numeric,5.4,numeric,reported,median,10,,80% CI 1.4-5.4; verified vs full text,True,reported
ICI-93676babf6-01,EPN,PD-1,alternate,nivolumab + ipilimumab,CheckMate-908,,NCT03130959,PMID:36808285,,not_extracted,,,"relapsed/resistant ependymoma, nivolumab+ipilimumab arm",10,OS,9.8,numeric,months,2.5,numeric,,not_extracted,reported,median,10,,95% CI 2.5-NA; verified vs full text,True,reported
ICI-ab59b6106e-01,EPN,PD-1,alternate,nivolumab + ipilimumab,CheckMate-908,,NCT03130959,PMID:36808285,,not_extracted,,,"relapsed/resistant ependymoma, nivolumab+ipilimumab arm",10,PFS_RATE,11.4,numeric,rate_percent,0.6,numeric,39.5,numeric,reported,6-month,10,,"6-month PFS rate, nivo+ipi arm; 95% CI 0.6-39.5 per full text (CIs added)",False,reported
ICI-7014291b7c-01,EPN,PD-1,alternate,nivolumab + ipilimumab,CheckMate-908,,NCT03130959,PMID:36808285,,not_extracted,,,"relapsed/resistant ependymoma, nivolumab+ipilimumab arm",10,OS_RATE,44.4,numeric,rate_percent,13.6,numeric,71.9,numeric,reported,12-month,10,,"12-month OS rate, nivo+ipi arm; 95% CI 13.6-71.9 verified",True,reported
ICI-96b4d412b9-01,ESCA,PD-1,primary,nivolumab,ATTRACTION-3,ONO-4538-24,NCT02569242,PMID:31582355,,not_extracted,,,"pretreated advanced esophageal squamous cell carcinoma, nivolumab arm",210,ORR,19.3,numeric,percent,13.7,numeric,26,numeric,reported,,171,33,Response-evaluable population (n=171); 33/171 responders. ITT n=210. Table lists 18.0 (minor differ vs published 19.3%),True,reported
ICI-f81f4324e3-01,ESCA,PD-1,primary,nivolumab,ATTRACTION-3,ONO-4538-24,NCT02569242,PMID:31582355,,not_extracted,,,"pretreated advanced esophageal squamous cell carcinoma, nivolumab arm",210,DOR,6.9,numeric,months,5.4,numeric,11.1,numeric,reported,median,33,,median DOR nivo (vs 3.9 mo chemo),True,reported
ICI-a0755a9960-01,ESCA,PD-1,primary,nivolumab,ATTRACTION-3,ONO-4538-24,NCT02569242,PMID:31582355,,not_extracted,,,"pretreated advanced esophageal squamous cell carcinoma, nivolumab arm",210,OS,10.9,numeric,months,9.2,numeric,13.3,numeric,reported,median,210,,Primary endpoint met; HR 0.77 (95% CI 0.62-0.96; p=0.019) vs chemo,True,reported
ICI-db97f9fefe-01,ESCA,PD-1,alternate,chemotherapy (paclitaxel or docetaxel),ATTRACTION-3,ONO-4538-24,NCT02569242,PMID:31582355,,not_extracted,,,"pretreated advanced esophageal squamous cell carcinoma, chemotherapy comparator arm",209,ORR,21.5,numeric,percent,15.4,numeric,28.8,numeric,reported,,158,34,Response-evaluable population (n=158); 34/158 responders. ITT n=209. Numerically higher than nivo despite OS benefit for nivo,True,reported
ICI-a89af1a5e9-01,ESCA,PD-1,alternate,chemotherapy (paclitaxel or docetaxel),ATTRACTION-3,ONO-4538-24,NCT02569242,PMID:31582355,,not_extracted,,,"pretreated advanced esophageal squamous cell carcinoma, chemotherapy comparator arm",209,DOR,3.9,numeric,months,2.8,numeric,4.2,numeric,reported,median,34,,median DOR chemo (shorter than nivo 6.9 mo),True,reported
ICI-2a529a2f70-01,ESCA,PD-1,alternate,chemotherapy (paclitaxel or docetaxel),ATTRACTION-3,ONO-4538-24,NCT02569242,PMID:31582355,,not_extracted,,,"pretreated advanced esophageal squamous cell carcinoma, chemotherapy comparator arm",209,OS,8.4,numeric,months,7.2,numeric,9.9,numeric,reported,median,209,,chemo arm median OS,True,reported
ICI-a4abe5b031-01,ESCA,PD-1,alternate,pembrolizumab,KEYNOTE-181 (ESCC subgroup),,,PMID:33026938,,not_extracted,,,"pretreated advanced esophageal squamous cell carcinoma, ESCC subgroup",,ORR,16.7,numeric,percent,,not_extracted,,not_extracted,not_extracted,,,,"KEYNOTE-181 ESCC subgroup ORR 16.7% pembro vs 7.4% chemo (Kojima et al, JCO 2020;38(35):4138-4148). CORRECTED ref from bad PMID:32852995 (unrelated article) to PMID:33026938",True,reported
ICI-ba043c8be9-01,ESCA,PD-1+CTLA-4,primary,nivolumab+ipilimumab,CheckMate 648,CA209-648,NCT03143153,PMID:35108470,,not_extracted,,,"1L advanced ESCC, all randomized",325,ORR,28,numeric,percent,,not_extracted,,not_extracted,not_extracted,,325,89,"nivo+ipi all-comers ORR 28% (PD-L1>=1% 35%), CheckMate-648 (Doki 2022); 27% was the chemo control arm",True,reported
ICI-b6aab72384-01,ESCA,PD-1+CTLA-4,primary,nivolumab+ipilimumab,CheckMate 648,CA209-648,NCT03143153,PMID:35108470,,not_extracted,,,"1L advanced ESCC, all randomized",325,DOR,11.1,numeric,months,7.1,numeric,14.3,numeric,reported,median,,,"all-randomized nivo+ipi arm, primary NEJM analysis (95% CI 7.1-14.3); PD-L1>=1% subgroup DOR was 11.8 mo",True,reported
ICI-f8c46d915d-01,ESCA,PD-1+CTLA-4,primary,nivolumab+ipilimumab,CheckMate 648,CA209-648,NCT03143153,PMID:35108470,,not_extracted,,,"1L advanced ESCC, all randomized",325,OS,12.7,numeric,months,,not_extracted,,not_extracted,not_extracted,median,,,"all randomized; vs 10.7 mo chemo, HR 0.78 (98.2% CI 0.62-0.98), p=0.01",True,reported
ICI-1a821e877e-01,ESCA,PD-1+CTLA-4,alternate,nivolumab+ipilimumab,CheckMate-648,,,PMID:35108470,,not_extracted,,,"1L advanced ESCC, PD-L1 tumor-cell >=1% subgroup",158,ORR,35,numeric,percent,,not_extracted,,not_extracted,not_extracted,,158,55,"PD-L1 TC>=1% subgroup, nivo+ipi (55/158); matches table note",True,reported
ICI-0d68475749-01,ESCA,PD-1+CTLA-4,alternate,nivolumab+ipilimumab,CheckMate-648,,,PMID:35108470,,not_extracted,,,"1L advanced ESCC, PD-L1 tumor-cell >=1% subgroup",158,OS,13.7,numeric,months,,not_extracted,,not_extracted,not_extracted,median,,,"PD-L1 TC>=1%; vs 9.1 mo chemo, HR 0.64 (98.6% CI 0.46-0.90), p=0.001",True,reported
ICI-7adb9b1ccb-01,ESCA,PD-1+CTLA-4,alternate,nivolumab+chemotherapy,CheckMate-648,,,PMID:35108470,,not_extracted,,,"1L advanced ESCC, nivo+chemo arm (comparator regimen, same trial)",321,ORR,47,numeric,percent,,not_extracted,,not_extracted,not_extracted,,321,152,all randomized; nivo+chemo arm (152/321),True,reported
ICI-30fdf982ae-01,ESCA,PD-1+CTLA-4,alternate,nivolumab+chemotherapy,CheckMate-648,,,PMID:35108470,,not_extracted,,,"1L advanced ESCC, nivo+chemo arm (comparator regimen, same trial)",321,ORR,53,numeric,percent,,not_extracted,,not_extracted,not_extracted,,158,83,PD-L1 TC>=1% subgroup; nivo+chemo arm (83/158),True,reported
ICI-975d83e915-01,FL,PD-1,primary,nivolumab,CheckMate 140,,NCT02038946,DOI:10.1182/blood.2019004753,,not_extracted,,,"relapsed/refractory follicular lymphoma, >=2 prior lines",92,ORR,4,numeric,percent,1,numeric,11,numeric,reported,,92,4,IRC-assessed; 4/92; confirmed in abstract and PMC full text,True,reported
ICI-7b62042b23-01,FL,PD-1,primary,nivolumab,CheckMate 140,,NCT02038946,DOI:10.1182/blood.2019004753,,not_extracted,,,"relapsed/refractory follicular lymphoma, >=2 prior lines",92,CRR,1,numeric,percent,,not_extracted,,not_extracted,not_extracted,,92,1,"1/92 CR, IRC; confirmed",True,reported
ICI-ad7e64190e-01,FL,PD-1,primary,nivolumab,CheckMate 140,,NCT02038946,DOI:10.1182/blood.2019004753,,not_extracted,,,"relapsed/refractory follicular lymphoma, >=2 prior lines",92,PRR,3,numeric,percent,,not_extracted,,not_extracted,not_extracted,,92,3,"3/92 PR, IRC; confirmed",True,reported
ICI-a65827d41e-01,FL,PD-1,primary,nivolumab,CheckMate 140,,NCT02038946,DOI:10.1182/blood.2019004753,,not_extracted,,,"relapsed/refractory follicular lymphoma, >=2 prior lines",92,DOR,10.9,numeric,months,8.3,numeric,13.6,numeric,reported,median,,,IRC; confirmed,True,reported
ICI-a85db4ba09-01,FL,PD-1,primary,nivolumab,CheckMate 140,,NCT02038946,DOI:10.1182/blood.2019004753,,not_extracted,,,"relapsed/refractory follicular lymphoma, >=2 prior lines",92,PFS,2.2,numeric,months,1.9,numeric,3.6,numeric,reported,median,,,IRC; confirmed,True,reported
ICI-d2872bd715-01,FL,PD-1,primary,nivolumab,CheckMate 140,,NCT02038946,DOI:10.1182/blood.2019004753,,not_extracted,,,"relapsed/refractory follicular lymphoma, >=2 prior lines",92,OS,,not_reached,months,,not_extracted,,not_extracted,not_extracted,median,,,not reached at clinical cutoff; confirmed,True,reported
ICI-abaced8733-01,FL,PD-1,primary,nivolumab,CheckMate 140,,NCT02038946,DOI:10.1182/blood.2019004753,,not_extracted,,,"relapsed/refractory follicular lymphoma, >=2 prior lines",92,OS_RATE,78,numeric,rate_percent,68,numeric,85,numeric,reported,12-month,,,confirmed,True,reported
ICI-b6231dd107-01,FL,PD-1,primary,nivolumab,CheckMate 140,,NCT02038946,DOI:10.1182/blood.2019004753,,not_extracted,,,"relapsed/refractory follicular lymphoma, >=2 prior lines",92,OS_RATE,88,numeric,rate_percent,79,numeric,93,numeric,reported,6-month,,,confirmed,True,reported
ICI-b18146c252-01,FL,PD-1,alternate,nivolumab,CheckMate 140,,NCT02038946,DOI:10.1182/blood.2019004753,,not_extracted,,,"relapsed/refractory follicular lymphoma, >=2 prior lines",92,ORR,11,numeric,percent,,not_extracted,,not_extracted,not_extracted,,92,10,"investigator-assessed ORR (10/92, 2 CR + 8 PR); higher than IRC; confirmed",True,reported
ICI-e680dc5342-01,GBM,PD-1,primary,nivolumab,CheckMate 143,CA209-143,NCT02017717,PMID:32437507,,not_extracted,,,recurrent glioblastoma after radiotherapy + temozolomide; all-comers,184,ORR,7.8,numeric,percent,4.1,numeric,13.3,numeric,reported,,184,,row lists 8.0; cited paper reports 7.8%,True,reported
ICI-36ae967c82-01,GBM,PD-1,primary,nivolumab,CheckMate 143,CA209-143,NCT02017717,PMID:32437507,,not_extracted,,,recurrent glioblastoma after radiotherapy + temozolomide; all-comers,184,OS,9.8,numeric,months,8.2,numeric,11.8,numeric,reported,median,184,,"OS HR vs bevacizumab 1.04 (95% CI 0.83-1.30), P=.76; primary endpoint not met",True,reported
ICI-2adc60ea45-01,GBM,PD-1,primary,nivolumab,CheckMate 143,CA209-143,NCT02017717,PMID:32437507,,not_extracted,,,recurrent glioblastoma after radiotherapy + temozolomide; all-comers,184,OS_RATE,42,numeric,rate_percent,,not_extracted,,not_extracted,not_extracted,12-month,184,,,True,reported
ICI-1b70a4143f-01,GBM,PD-1,alternate,bevacizumab,CheckMate-143,,,PMID:32437507,,not_extracted,,,recurrent glioblastoma; comparator arm,185,ORR,23.1,numeric,percent,16.7,numeric,30.5,numeric,reported,,185,,matches row note 'vs bevacizumab 23%',True,reported
ICI-6fd5feb80c-01,GBM,PD-1,alternate,bevacizumab,CheckMate-143,,,PMID:32437507,,not_extracted,,,recurrent glioblastoma; comparator arm,185,OS,10,numeric,months,9,numeric,11.8,numeric,reported,median,185,,,True,reported
ICI-f24b5cba72-01,GBM,PD-1,alternate,bevacizumab,CheckMate-143,,,PMID:32437507,,not_extracted,,,recurrent glioblastoma; comparator arm,185,OS_RATE,42,numeric,rate_percent,,not_extracted,,not_extracted,not_extracted,12-month,185,,,True,reported
ICI-78740348d5-01,HL,PD-1,alternate,nivolumab,CheckMate 205,CA209-205,NCT02181738,PMID:29584546,,not_extracted,,,relapsed/refractory classic Hodgkin lymphoma after autologous HCT (cohorts A/B/C pooled),243,ORR,69,numeric,percent,63,numeric,75,numeric,reported,,243,,IRC-assessed; verified in cited paper (CR 16% / PR 53%); row table lists 71.0 (differs); 65-73% across cohorts A/B/C,True,reported
ICI-ccd67105ee-01,HL,PD-1,primary,nivolumab,CheckMate 205,CA209-205,NCT02181738,PMID:29584546,,not_extracted,,,relapsed/refractory classic Hodgkin lymphoma after autologous HCT (cohorts A/B/C pooled),243,DOR,16.6,numeric,months,13.2,numeric,20.3,numeric,reported,median,,,verified,True,reported
ICI-0401547eae-01,HL,PD-1,primary,nivolumab,CheckMate 205,CA209-205,NCT02181738,PMID:29584546,,not_extracted,,,relapsed/refractory classic Hodgkin lymphoma after autologous HCT (cohorts A/B/C pooled),243,PFS,14.7,numeric,months,11.3,numeric,18.5,numeric,reported,median,243,,verified; median follow-up ~18 months,True,reported
ICI-2588285332-01,HL,PD-1,primary,nivolumab,CheckMate 205,CA209-205,NCT02181738,PMID:29584546,,not_extracted,,,relapsed/refractory classic Hodgkin lymphoma after autologous HCT (cohorts A/B/C pooled),243,IRORR,71,numeric,percent,63,numeric,78,numeric,reported,,80,,verified: cohort-B post-auto-HCT BV-after subgroup ORR 71% (95% CI 63-78); likely source of row's 71.0,True,reported
ICI-5376b48c43-01,HL,PD-1,primary,nivolumab,CheckMate 205,CA209-205,NCT02181738,PMID:29584546,,not_extracted,,,relapsed/refractory classic Hodgkin lymphoma after autologous HCT (cohorts A/B/C pooled),243,ORR,71.2,numeric,percent,65.1,numeric,76.8,numeric,reported,,243,,"5-year follow-up overall ORR (PMID:37530622, Blood Adv 2023); alternative source of row's 71.0; CR 21.4% (16.4-27.1) in that readout",True,reported
ICI-92255bb6fc-01,HL,PD-1,alternate,pembrolizumab,KEYNOTE-087,,,PMID:28441111,,not_extracted,,,"relapsed/refractory classic Hodgkin lymphoma (3 cohorts, n=210)",210,ORR,69,numeric,percent,62.3,numeric,75.2,numeric,reported,,210,,verified; matches row note 'KEYNOTE-087 pembro ~69%',True,reported
ICI-1a1f13bbdd-01,HL,PD-1,alternate,pembrolizumab,KEYNOTE-087,,,PMID:28441111,,not_extracted,,,"relapsed/refractory classic Hodgkin lymphoma (3 cohorts, n=210)",210,CRR,22.4,numeric,percent,16.9,numeric,28.6,numeric,reported,,210,,verified,True,reported
ICI-7049d9192b-01,HL,PD-1,alternate,pembrolizumab,KEYNOTE-087 (2-year follow-up),,,PMID:31409671,,not_extracted,,,"relapsed/refractory classic Hodgkin lymphoma; updated readout, median f/u 27.6 mo",210,ORR,71.9,numeric,percent,65.3,numeric,77.9,numeric,reported,,210,,verified; updated ORR,True,reported
ICI-721ac01874-01,HL,PD-1,alternate,pembrolizumab,KEYNOTE-087 (2-year follow-up),,,PMID:31409671,,not_extracted,,,"relapsed/refractory classic Hodgkin lymphoma; updated readout, median f/u 27.6 mo",210,CRR,27.6,numeric,percent,,not_extracted,,not_extracted,not_extracted,,210,,verified; PR rate 44.3%,True,reported
ICI-61867d5430-01,HNSC,PD-1,primary,pembrolizumab,KEYNOTE-048,MK-3475-048,NCT02358031,PMID:31679945,,not_extracted,,,"first-line recurrent/metastatic HNSCC, pembrolizumab monotherapy arm, CPS>=1 population",301,ORR,19,numeric,percent,,not_extracted,,not_extracted,not_extracted,,,,CPS>=1 ORR; independently confirmed. n=301 is full monotherapy arm (total pop),True,reported
ICI-9ae9f65246-01,HNSC,PD-1,primary,pembrolizumab,KEYNOTE-048,MK-3475-048,NCT02358031,PMID:31679945,,not_extracted,,,"first-line recurrent/metastatic HNSCC, pembrolizumab monotherapy arm, CPS>=1 population",301,OS,12.3,numeric,months,,not_extracted,,not_extracted,not_extracted,median,,,CPS>=1; HR 0.78 (95% CI 0.64-0.96) vs cetuximab-chemo (p=.0086); comparator OS 10.3 mo; confirmed,True,reported
ICI-3d65890d97-01,HNSC,PD-1,primary,pembrolizumab,KEYNOTE-048,MK-3475-048,NCT02358031,PMID:31679945,,not_extracted,,,"first-line recurrent/metastatic HNSCC, pembrolizumab monotherapy arm, CPS>=1 population",301,DOR,23.4,numeric,months,,not_extracted,,not_extracted,not_extracted,median,,,pembro monotherapy CPS>=1 (vs 4.5 mo cetuximab-chemo); Lancet 2019; confirmed,True,reported
ICI-3db57f96fc-01,HNSC,PD-1,alternate,pembrolizumab,KEYNOTE-048,,,PMID:31679945,,not_extracted,,,"first-line R/M HNSCC, pembrolizumab monotherapy, total population",301,ORR,17,numeric,percent,,not_extracted,,not_extracted,not_extracted,,301,,total population; independently confirmed via ASCO Post 2019 report of Lancet paper,True,reported
ICI-1b0d20ad25-01,HNSC,PD-1,alternate,pembrolizumab,KEYNOTE-048,,,PMID:31679945,,not_extracted,,,"first-line R/M HNSCC, pembrolizumab monotherapy, total population",301,OS,11.6,numeric,months,,not_extracted,,not_extracted,not_extracted,median,301,,"total pop; HR 0.85 (95% CI 0.71-1.03) vs cetuximab-chemo, noninferior; comparator 10.7 mo; confirmed",True,reported
ICI-4c8dcac8de-01,HNSC,PD-1,alternate,pembrolizumab,KEYNOTE-048,,,PMID:31679945,,not_extracted,,,"first-line R/M HNSCC, pembrolizumab monotherapy, total population",301,DOR,22.6,numeric,months,,not_extracted,,not_extracted,not_extracted,median,301,,total pop (vs 4.5 mo cetuximab-chemo); Lancet 2019; confirmed,True,reported
ICI-743e9b1529-01,HNSC,PD-1,alternate,pembrolizumab,KEYNOTE-048,,,PMID:31679945,,not_extracted,,,"first-line R/M HNSCC, pembrolizumab monotherapy, CPS>=20 population",,ORR,23,numeric,percent,,not_extracted,,not_extracted,not_extracted,,,,CPS>=20; independently confirmed,True,reported
ICI-400ae9a1d4-01,HNSC,PD-1,alternate,pembrolizumab,KEYNOTE-048,,,PMID:31679945,,not_extracted,,,"first-line R/M HNSCC, pembrolizumab monotherapy, CPS>=20 population",,OS,14.9,numeric,months,,not_extracted,,not_extracted,not_extracted,median,,,CPS>=20; HR 0.61 (95% CI 0.45-0.83) vs cetuximab-chemo (p=.0007); comparator 10.7 mo; confirmed,True,reported
ICI-6d0e8d650e-01,HNSC,PD-1,alternate,pembrolizumab,KEYNOTE-048,,,PMID:31679945,,not_extracted,,,"first-line R/M HNSCC, pembrolizumab monotherapy, CPS>=20 population",,DOR,22.6,numeric,months,,not_extracted,,not_extracted,not_extracted,median,,,CPS>=20 (vs 4.2 mo cetuximab-chemo); Lancet 2019; confirmed,True,reported
ICI-115459b2ac-01,HNSC,PD-L1,primary,durvalumab,HAWK,,NCT02207530,DOI:10.1016/j.ejca.2018.11.015,,not_extracted,,,"2L+ platinum-refractory R/M HNSCC, PD-L1-high (TC>=25%)",112,ORR,16.2,numeric,percent,9.9,numeric,24.4,numeric,reported,,111,18,Central review (BICR RECIST v1.1); ORR on 111 response-evaluable pts,True,reported
ICI-1c58e794bd-01,HNSC,PD-L1,primary,durvalumab,HAWK,,NCT02207530,DOI:10.1016/j.ejca.2018.11.015,,not_extracted,,,"2L+ platinum-refractory R/M HNSCC, PD-L1-high (TC>=25%)",112,PFS,2.1,numeric,months,1.9,numeric,3.7,numeric,reported,median,112,,,True,reported
ICI-0806626c27-01,HNSC,PD-L1,primary,durvalumab,HAWK,,NCT02207530,DOI:10.1016/j.ejca.2018.11.015,,not_extracted,,,"2L+ platinum-refractory R/M HNSCC, PD-L1-high (TC>=25%)",112,OS,7.1,numeric,months,4.9,numeric,9.9,numeric,reported,median,112,,,True,reported
ICI-68b73b8a7c-01,HNSC,PD-L1,primary,durvalumab,HAWK,,NCT02207530,DOI:10.1016/j.ejca.2018.11.015,,not_extracted,,,"2L+ platinum-refractory R/M HNSCC, PD-L1-high (TC>=25%)",112,OS_RATE,33.6,numeric,rate_percent,24.8,numeric,42.7,numeric,reported,12-month,112,,,True,reported
