alt_haplotype_id,primary_contig_id,symbol,source
ENSG00000231030,ENSG00000225463,ZNF70P1,ensembl_alt_contig
ENSG00000231037,ENSG00000232940,HCG25,ensembl_alt_contig
ENSG00000231041,ENSG00000204709,LINC01556,ensembl_alt_contig
ENSG00000231044,ENSG00000204356,NELFE,ensembl_alt_contig
ENSG00000231048,ENSG00000204482,LST1,ensembl_alt_contig
ENSG00000231094,ENSG00000204540,PSORS1C1,ensembl_alt_contig
ENSG00000231115,ENSG00000204227,RING1,ensembl_alt_contig
ENSG00000231118,ENSG00000219797,PPIAP9,ensembl_alt_contig
ENSG00000231129,ENSG00000204574,ABCF1,ensembl_alt_contig
ENSG00000231135,ENSG00000137337,MDC1,ensembl_alt_contig
ENSG00000231157,ENSG00000224936,SUCLA2P1,ensembl_alt_contig
ENSG00000231179,ENSG00000204516,MICB,ensembl_alt_contig
ENSG00000231190,ENSG00000231301,RPL13AP,ensembl_alt_contig
ENSG00000231200,ENSG00000228999,LINC01830,ensembl_id_history_name
ENSG00000231225,ENSG00000204520,MICA,ensembl_alt_contig
ENSG00000231247,ENSG00000146112,PPP1R18,ensembl_alt_contig
ENSG00000231257,ENSG00000137343,ATAT1,ensembl_alt_contig
ENSG00000231267,ENSG00000271567,PPIAL4E,ensembl_id_history_name
ENSG00000231268,ENSG00000204305,AGER,ensembl_alt_contig
ENSG00000231275,ENSG00000237285,HNRNPA1P2,ensembl_alt_contig
ENSG00000231279,ENSG00000197171,OR2B4P,ensembl_alt_contig
ENSG00000231281,ENSG00000206344,HCG27,ensembl_alt_contig
ENSG00000231286,ENSG00000179344,HLA-DQB1,ensembl_alt_contig
ENSG00000231287,ENSG00000227262,HCG4B,ensembl_alt_contig
ENSG00000231288,ENSG00000224796,RPL32P1,ensembl_alt_contig
ENSG00000231309,ENSG00000231402,WASF5P,ensembl_alt_contig
ENSG00000231314,ENSG00000227507,LTB,ensembl_alt_contig
ENSG00000231319,ENSG00000204703,OR2B3,ensembl_alt_contig
ENSG00000231320,ENSG00000213911,OR2G1P,ensembl_alt_contig
ENSG00000231321,ENSG00000204231,RXRB,ensembl_alt_contig
ENSG00000231325,ENSG00000204428,LY6G5C,ensembl_alt_contig
ENSG00000231342,ENSG00000273041,ATF4P2,ensembl_id_history_name
ENSG00000231343,ENSG00000232940,HCG25,ensembl_alt_contig
ENSG00000231370,ENSG00000204469,PRRC2A,ensembl_alt_contig
ENSG00000231372,ENSG00000204516,MICB,ensembl_alt_contig
ENSG00000231377,ENSG00000204560,DHX16,ensembl_alt_contig
ENSG00000231408,ENSG00000226979,LTA,ensembl_alt_contig
ENSG00000231430,ENSG00000229142,HCG4P8,ensembl_alt_contig
ENSG00000231433,ENSG00000231402,WASF5P,ensembl_alt_contig
ENSG00000231450,ENSG00000204528,PSORS1C3,ensembl_alt_contig
ENSG00000231479,ENSG00000204385,SLC44A4,ensembl_alt_contig
ENSG00000231488,ENSG00000204427,ABHD16A,ensembl_alt_contig
ENSG00000231502,ENSG00000204392,LSM2,ensembl_alt_contig
ENSG00000231526,ENSG00000237541,HLA-DQA2,ensembl_alt_contig
ENSG00000231543,ENSG00000166278,C2,ensembl_alt_contig
ENSG00000231555,ENSG00000204388,HSPA1B,ensembl_alt_contig
ENSG00000231558,ENSG00000204252,HLA-DOA,ensembl_alt_contig
ENSG00000231573,ENSG00000232940,HCG25,ensembl_alt_contig
ENSG00000231580,ENSG00000224796,RPL32P1,ensembl_alt_contig
ENSG00000231591,ENSG00000204261,PSMB8-AS1,ensembl_alt_contig
ENSG00000231596,ENSG00000226030,HLA-DQB3,ensembl_alt_contig
ENSG00000231602,ENSG00000225644,RPL35AP4,ensembl_alt_contig
ENSG00000231608,ENSG00000168477,TNXB,ensembl_alt_contig
ENSG00000231617,ENSG00000204209,DAXX,ensembl_alt_contig
ENSG00000231618,ENSG00000221988,PPT2,ensembl_alt_contig
ENSG00000231623,ENSG00000225499,RPL15P4,ensembl_alt_contig
ENSG00000231624,ENSG00000204542,C6orf15,ensembl_alt_contig
ENSG00000231631,ENSG00000204264,PSMB8,ensembl_alt_contig
ENSG00000231641,ENSG00000234127,TRIM26,ensembl_alt_contig
ENSG00000231647,ENSG00000234006,DDX39B-AS1,ensembl_alt_contig
ENSG00000231659,ENSG00000236405,UBQLN1P1,ensembl_alt_contig
ENSG00000231670,ENSG00000203492,OR2N1P,ensembl_alt_contig
ENSG00000231676,ENSG00000204700,OR2J2,ensembl_alt_contig
ENSG00000231677,ENSG00000223534,HLA-DQB1-AS1,ensembl_alt_contig
ENSG00000231719,ENSG00000224312,MCCD1P2,ensembl_alt_contig
ENSG00000231737,ENSG00000204569,PPP1R10,ensembl_alt_contig
ENSG00000231745,ENSG00000224312,MCCD1P2,ensembl_alt_contig
ENSG00000231746,ENSG00000213916,RPL13P,ensembl_alt_contig
ENSG00000231759,ENSG00000204338,CYP21A1P,ensembl_alt_contig
ENSG00000231773,ENSG00000223702,ZDHHC20P2,ensembl_alt_contig
ENSG00000231785,ENSG00000226577,MICC,ensembl_alt_contig
ENSG00000231823,ENSG00000237541,HLA-DQA2,ensembl_alt_contig
ENSG00000231825,ENSG00000204469,PRRC2A,ensembl_alt_contig
ENSG00000231834,ENSG00000206503,HLA-A,ensembl_alt_contig
ENSG00000231836,ENSG00000230174,LINC01149,ensembl_alt_contig
ENSG00000231860,ENSG00000224328,MDC1-AS1,ensembl_alt_contig
ENSG00000231895,ENSG00000237398,HLA-DPA3,ensembl_alt_contig
ENSG00000231919,ENSG00000230598,OR2H4P,ensembl_alt_contig
ENSG00000231928,ENSG00000236475,TRIM26BP,ensembl_alt_contig
ENSG00000231939,ENSG00000179344,HLA-DQB1,ensembl_alt_contig
ENSG00000231941,ENSG00000227262,HCG4B,ensembl_alt_contig
ENSG00000231962,ENSG00000275592,VN1R7P,ensembl_id_history_name
ENSG00000231968,ENSG00000213886,UBD,ensembl_alt_contig
ENSG00000231974,ENSG00000204444,APOM,ensembl_alt_contig
ENSG00000231975,ENSG00000204511,MCCD1,ensembl_alt_contig
ENSG00000231998,ENSG00000235963,MCCD1P1,ensembl_alt_contig
ENSG00000232005,ENSG00000204304,PBX2,ensembl_alt_contig
ENSG00000232011,ENSG00000235290,HLA-W,ensembl_alt_contig
ENSG00000232017,ENSG00000233366,ZNF90P2,ensembl_alt_contig
ENSG00000232045,ENSG00000204371,EHMT2,ensembl_alt_contig
ENSG00000232062,ENSG00000196735,HLA-DQA1,ensembl_alt_contig
ENSG00000232095,ENSG00000236405,UBQLN1P1,ensembl_alt_contig
ENSG00000232099,ENSG00000204644,ZFP57,ensembl_alt_contig
ENSG00000232122,ENSG00000229142,HCG4P8,ensembl_alt_contig
ENSG00000232126,ENSG00000234745,HLA-B,ensembl_alt_contig
ENSG00000232127,ENSG00000204538,PSORS1C2,ensembl_alt_contig
ENSG00000232141,ENSG00000232757,ETF1P1,ensembl_alt_contig
ENSG00000232143,ENSG00000204590,GNL1,ensembl_alt_contig
ENSG00000232146,ENSG00000197171,OR2B4P,ensembl_alt_contig
ENSG00000232169,ENSG00000204574,ABCF1,ensembl_alt_contig
ENSG00000232178,ENSG00000204701,OR2J3,ensembl_alt_contig
ENSG00000232180,ENSG00000204385,SLC44A4,ensembl_alt_contig
ENSG00000232189,ENSG00000227609,TMEM183AP1,ensembl_alt_contig
ENSG00000232232,ENSG00000224372,HLA-N,ensembl_alt_contig
ENSG00000232256,ENSG00000234006,DDX39B-AS1,ensembl_alt_contig
ENSG00000232280,ENSG00000137312,FLOT1,ensembl_alt_contig
ENSG00000232289,ENSG00000204694,OR11A1,ensembl_alt_contig
ENSG00000232302,ENSG00000213900,RPS17P1,ensembl_alt_contig
ENSG00000232312,ENSG00000204438,GPANK1,ensembl_alt_contig
ENSG00000232326,ENSG00000204267,TAP2,ensembl_alt_contig
ENSG00000232331,ENSG00000230795,HLA-K,ensembl_alt_contig
ENSG00000232339,ENSG00000204301,NOTCH4,ensembl_alt_contig
ENSG00000232345,ENSG00000229390,MICD,ensembl_alt_contig
ENSG00000232348,ENSG00000286217,LINC00279,ensembl_id_history_name
ENSG00000232351,ENSG00000223534,HLA-DQB1-AS1,ensembl_alt_contig
ENSG00000232357,ENSG00000204228,HSD17B8,ensembl_alt_contig
ENSG00000232367,ENSG00000168394,TAP1,ensembl_alt_contig
ENSG00000232372,ENSG00000272645,GTF2IP20,ensembl_id_history_name
ENSG00000232376,ENSG00000228285,LYPLA2P1,ensembl_alt_contig
ENSG00000232397,ENSG00000206474,OR10C1,ensembl_alt_contig
ENSG00000232414,ENSG00000231852,CYP21A2,ensembl_alt_contig
ENSG00000232417,ENSG00000269096,CT45A3,ensembl_id_history_name
ENSG00000232421,ENSG00000196230,TUBB,ensembl_alt_contig
ENSG00000232435,ENSG00000230056,DDX6P1,ensembl_alt_contig
ENSG00000232469,ENSG00000197171,OR2B4P,ensembl_alt_contig
ENSG00000232473,ENSG00000236405,UBQLN1P1,ensembl_alt_contig
ENSG00000232478,ENSG00000268940,CT45A1,ensembl_id_history_name
ENSG00000232510,ENSG00000231226,TRIM31-AS1,ensembl_alt_contig
ENSG00000232516,ENSG00000232757,ETF1P1,ensembl_alt_contig
ENSG00000232541,ENSG00000204248,COL11A2,ensembl_alt_contig
ENSG00000232565,ENSG00000233627,C4A-AS1,ensembl_alt_contig
ENSG00000232569,ENSG00000204681,GABBR1,ensembl_alt_contig
ENSG00000232572,ENSG00000225499,RPL15P4,ensembl_alt_contig
ENSG00000232575,ENSG00000196230,TUBB,ensembl_alt_contig
ENSG00000232632,ENSG00000204681,GABBR1,ensembl_alt_contig
ENSG00000232639,ENSG00000228285,LYPLA2P1,ensembl_alt_contig
ENSG00000232641,ENSG00000204655,MOG,ensembl_alt_contig
ENSG00000232649,ENSG00000235963,MCCD1P1,ensembl_alt_contig
ENSG00000232659,ENSG00000223702,ZDHHC20P2,ensembl_alt_contig
ENSG00000232683,ENSG00000230622,UQCRHP1,ensembl_alt_contig
ENSG00000232705,ENSG00000196301,HLA-DRB9,ensembl_alt_contig
ENSG00000232708,ENSG00000230795,HLA-K,ensembl_alt_contig
ENSG00000232733,ENSG00000204194,RPL12P1,ensembl_alt_contig
ENSG00000232758,ENSG00000206344,HCG27,ensembl_alt_contig
ENSG00000232781,ENSG00000223677,OR2AD1P,ensembl_alt_contig
ENSG00000232802,ENSG00000228688,COL11A2P1,ensembl_alt_contig
ENSG00000232804,ENSG00000204388,HSPA1B,ensembl_alt_contig
ENSG00000232816,ENSG00000230795,HLA-K,ensembl_alt_contig
ENSG00000232833,ENSG00000274026,FAM27E3,ensembl_id_history_name
ENSG00000232839,ENSG00000204599,TRIM39,ensembl_alt_contig
ENSG00000232945,ENSG00000204700,OR2J2,ensembl_alt_contig
ENSG00000232957,ENSG00000204252,HLA-DOA,ensembl_alt_contig
ENSG00000232960,ENSG00000204435,CSNK2B,ensembl_alt_contig
ENSG00000232962,ENSG00000204252,HLA-DOA,ensembl_alt_contig
ENSG00000232974,ENSG00000213900,RPS17P1,ensembl_alt_contig
ENSG00000232984,ENSG00000204688,OR2H1,ensembl_alt_contig
ENSG00000232988,ENSG00000231130,HLA-T,ensembl_alt_contig
ENSG00000232997,ENSG00000233366,ZNF90P2,ensembl_alt_contig
ENSG00000233019,ENSG00000236909,OR2P1P,ensembl_alt_contig
ENSG00000233023,ENSG00000235821,IFITM4P,ensembl_alt_contig
ENSG00000233035,ENSG00000227214,HCG15,ensembl_alt_contig
ENSG00000233043,ENSG00000230313,HCG24,ensembl_alt_contig
ENSG00000233046,ENSG00000243729,OR5V1,ensembl_alt_contig
ENSG00000233049,ENSG00000204560,DHX16,ensembl_alt_contig
ENSG00000233051,ENSG00000204520,MICA,ensembl_alt_contig
ENSG00000233053,ENSG00000235301,HLA-Z,ensembl_alt_contig
ENSG00000233054,ENSG00000204703,OR2B3,ensembl_alt_contig
ENSG00000233076,ENSG00000213722,DDAH2,ensembl_alt_contig
ENSG00000233089,ENSG00000204261,PSMB8-AS1,ensembl_alt_contig
ENSG00000233091,ENSG00000230449,RPL7P4,ensembl_alt_contig
ENSG00000233095,ENSG00000204632,HLA-G,ensembl_alt_contig
ENSG00000233113,ENSG00000213880,RPL7AP7,ensembl_alt_contig
ENSG00000233140,ENSG00000204261,PSMB8-AS1,ensembl_alt_contig
ENSG00000233141,ENSG00000204687,MAS1L,ensembl_alt_contig
ENSG00000233149,ENSG00000213780,GTF2H4,ensembl_alt_contig
ENSG00000233151,ENSG00000231852,CYP21A2,ensembl_alt_contig
ENSG00000233160,ENSG00000237285,HNRNPA1P2,ensembl_alt_contig
ENSG00000233161,ENSG00000228432,DHFRP2,ensembl_alt_contig
ENSG00000233164,ENSG00000204564,C6orf136,ensembl_alt_contig
ENSG00000233168,ENSG00000204697,OR2U1P,ensembl_alt_contig
ENSG00000233169,ENSG00000227198,C6orf47-AS1,ensembl_alt_contig
ENSG00000233180,ENSG00000204703,OR2B3,ensembl_alt_contig
ENSG00000233182,ENSG00000230598,OR2H4P,ensembl_alt_contig
ENSG00000233192,ENSG00000237541,HLA-DQA2,ensembl_alt_contig
ENSG00000233194,ENSG00000224796,RPL32P1,ensembl_alt_contig
ENSG00000233209,ENSG00000179344,HLA-DQB1,ensembl_alt_contig
ENSG00000233210,ENSG00000204438,GPANK1,ensembl_alt_contig
ENSG00000233213,ENSG00000292434,KCNJ6-AS1,ensembl_id_history_name
ENSG00000233239,ENSG00000228078,HLA-U,ensembl_alt_contig
ENSG00000233241,ENSG00000233677,DDX39BP1,ensembl_alt_contig
ENSG00000233244,ENSG00000274628,CYP4F59P,ensembl_id_history_name
ENSG00000233280,ENSG00000080200,CRYBG3,ensembl_id_history_name
ENSG00000233298,ENSG00000235821,IFITM4P,ensembl_alt_contig
ENSG00000233314,ENSG00000204619,PPP1R11,ensembl_alt_contig
ENSG00000233317,ENSG00000235040,MTCO3P1,ensembl_alt_contig
ENSG00000233323,ENSG00000168477,TNXB,ensembl_alt_contig
ENSG00000233345,ENSG00000204410,MSH5,ensembl_alt_contig
ENSG00000233348,ENSG00000204463,BAG6,ensembl_alt_contig
ENSG00000233350,ENSG00000236475,TRIM26BP,ensembl_alt_contig
ENSG00000233418,ENSG00000204560,DHX16,ensembl_alt_contig
ENSG00000233439,ENSG00000204540,PSORS1C1,ensembl_alt_contig
ENSG00000233450,ENSG00000237649,KIFC1,ensembl_alt_contig
ENSG00000233462,ENSG00000213880,RPL7AP7,ensembl_alt_contig
ENSG00000233465,ENSG00000213880,RPL7AP7,ensembl_alt_contig
ENSG00000233466,ENSG00000226577,MICC,ensembl_alt_contig
ENSG00000233481,ENSG00000280236,OR12D2,ensembl_alt_contig
ENSG00000233486,ENSG00000214892,USP8P1,ensembl_alt_contig
ENSG00000233490,ENSG00000213654,GPSM3,ensembl_alt_contig
ENSG00000233498,ENSG00000234515,PPP1R2P1,ensembl_alt_contig
ENSG00000233501,ENSG00000230806,SRGAP2-AS1,ensembl_id_history_name
ENSG00000233505,ENSG00000228666,KRT18P1,ensembl_alt_contig
ENSG00000233506,ENSG00000203492,OR2N1P,ensembl_alt_contig
ENSG00000233561,ENSG00000204560,DHX16,ensembl_alt_contig
ENSG00000233564,ENSG00000204576,PRR3,ensembl_alt_contig
ENSG00000233566,ENSG00000204709,LINC01556,ensembl_alt_contig
ENSG00000233573,ENSG00000204616,TRIM31,ensembl_alt_contig
ENSG00000233584,ENSG00000224557,HLA-DPB2,ensembl_alt_contig
ENSG00000233592,ENSG00000237042,MICG,ensembl_alt_contig
ENSG00000233599,ENSG00000204610,TRIM15,ensembl_alt_contig
ENSG00000233604,ENSG00000228432,DHFRP2,ensembl_alt_contig
ENSG00000233618,ENSG00000204701,OR2J3,ensembl_alt_contig
ENSG00000233630,ENSG00000282591,FAM138F,ensembl_id_history_name
ENSG00000233636,ENSG00000204701,OR2J3,ensembl_alt_contig
ENSG00000233641,ENSG00000204564,C6orf136,ensembl_alt_contig
ENSG00000233650,ENSG00000223677,OR2AD1P,ensembl_alt_contig
ENSG00000233687,ENSG00000204703,OR2B3,ensembl_alt_contig
ENSG00000233692,ENSG00000229776,C4B-AS1,ensembl_alt_contig
ENSG00000233700,ENSG00000229068,TMPOP1,ensembl_alt_contig
ENSG00000233734,ENSG00000204540,PSORS1C1,ensembl_alt_contig
ENSG00000233744,ENSG00000223534,HLA-DQB1-AS1,ensembl_alt_contig
ENSG00000233772,ENSG00000232940,HCG25,ensembl_alt_contig
ENSG00000233788,ENSG00000276581,SPATA31A5,ensembl_id_history_name
ENSG00000233801,ENSG00000204356,NELFE,ensembl_alt_contig
ENSG00000233813,ENSG00000204568,MRPS18B,ensembl_alt_contig
ENSG00000233831,ENSG00000197935,ZNF311,ensembl_alt_contig
ENSG00000233841,ENSG00000204525,HLA-C,ensembl_alt_contig
ENSG00000233857,ENSG00000224582,LINC01015,ensembl_alt_contig
ENSG00000233883,ENSG00000224328,MDC1-AS1,ensembl_alt_contig
ENSG00000233890,ENSG00000137310,TCF19,ensembl_alt_contig
ENSG00000233904,ENSG00000204592,HLA-E,ensembl_alt_contig
ENSG00000233911,ENSG00000204531,POU5F1,ensembl_alt_contig
ENSG00000233931,ENSG00000204614,TRIM40,ensembl_alt_contig
ENSG00000233938,ENSG00000275060,PPP1R26P3,ensembl_id_history_name
ENSG00000233948,ENSG00000204713,TRIM27,ensembl_alt_contig
ENSG00000233964,ENSG00000230795,HLA-K,ensembl_alt_contig
ENSG00000233965,ENSG00000225499,RPL15P4,ensembl_alt_contig
ENSG00000233972,ENSG00000224796,RPL32P1,ensembl_alt_contig
ENSG00000233982,ENSG00000213880,RPL7AP7,ensembl_alt_contig
ENSG00000233989,ENSG00000225797,UBDP1,ensembl_alt_contig
ENSG00000234000,ENSG00000146112,PPP1R18,ensembl_alt_contig
ENSG00000234012,ENSG00000137337,MDC1,ensembl_alt_contig
ENSG00000234032,ENSG00000137411,VARS2,ensembl_alt_contig
ENSG00000234046,ENSG00000234127,TRIM26,ensembl_alt_contig
ENSG00000234058,ENSG00000204619,PPP1R11,ensembl_alt_contig
ENSG00000234074,ENSG00000204622,HLA-J,ensembl_alt_contig
ENSG00000234078,ENSG00000204580,DDR1,ensembl_alt_contig
ENSG00000234079,ENSG00000206344,HCG27,ensembl_alt_contig
ENSG00000234082,ENSG00000234006,DDX39B-AS1,ensembl_alt_contig
ENSG00000234092,ENSG00000230598,OR2H4P,ensembl_alt_contig
ENSG00000234095,ENSG00000224372,HLA-N,ensembl_alt_contig
ENSG00000234096,ENSG00000204655,MOG,ensembl_alt_contig
ENSG00000234100,ENSG00000204695,OR14J1,ensembl_alt_contig
ENSG00000234101,ENSG00000204704,OR2W1,ensembl_alt_contig
ENSG00000234114,ENSG00000204536,CCHCR1,ensembl_alt_contig
ENSG00000234140,ENSG00000238024,DDX39BP2,ensembl_alt_contig
ENSG00000234154,ENSG00000242574,HLA-DMB,ensembl_alt_contig
ENSG00000234164,ENSG00000196301,HLA-DRB9,ensembl_alt_contig
ENSG00000234195,ENSG00000204695,OR14J1,ensembl_alt_contig
ENSG00000234196,ENSG00000204366,ZBTB12,ensembl_alt_contig
ENSG00000234216,ENSG00000237285,HNRNPA1P2,ensembl_alt_contig
ENSG00000234218,ENSG00000204516,MICB,ensembl_alt_contig
ENSG00000234229,ENSG00000234323,LINC01505,ensembl_id_history_name
ENSG00000234242,ENSG00000238024,DDX39BP2,ensembl_alt_contig
ENSG00000234243,ENSG00000213654,GPSM3,ensembl_alt_contig
ENSG00000234249,ENSG00000228688,COL11A2P1,ensembl_alt_contig
ENSG00000234251,ENSG00000223457,HTATSF1P1,ensembl_alt_contig
ENSG00000234258,ENSG00000204390,HSPA1L,ensembl_alt_contig
ENSG00000234260,ENSG00000231461,HLA-DPA2,ensembl_alt_contig
ENSG00000234299,ENSG00000278647,CDK2AP2P1,ensembl_id_history_name
ENSG00000234305,ENSG00000204702,OR2J1,ensembl_alt_contig
ENSG00000234313,ENSG00000204625,HCG9,ensembl_alt_contig
ENSG00000234328,ENSG00000248290,TNXA,ensembl_alt_contig
ENSG00000234343,ENSG00000204386,NEU1,ensembl_alt_contig
ENSG00000234347,ENSG00000204694,OR11A1,ensembl_alt_contig
ENSG00000234351,ENSG00000242524,OR2U2P,ensembl_alt_contig
ENSG00000234365,ENSG00000204261,PSMB8-AS1,ensembl_alt_contig
ENSG00000234370,ENSG00000213780,GTF2H4,ensembl_alt_contig
ENSG00000234372,ENSG00000237398,HLA-DPA3,ensembl_alt_contig
ENSG00000234411,ENSG00000224157,HCG14,ensembl_alt_contig
ENSG00000234416,ENSG00000229146,SNX18P4,ensembl_id_history_name
ENSG00000234417,ENSG00000224486,HCG19P,ensembl_alt_contig
ENSG00000234433,ENSG00000204396,VWA7,ensembl_alt_contig
ENSG00000234443,ENSG00000244355,LY6G6D,ensembl_alt_contig
ENSG00000234475,ENSG00000204389,HSPA1A,ensembl_alt_contig
ENSG00000234487,ENSG00000204642,HLA-F,ensembl_alt_contig
ENSG00000234495,ENSG00000204713,TRIM27,ensembl_alt_contig
ENSG00000234507,ENSG00000204256,BRD2,ensembl_alt_contig
ENSG00000234508,ENSG00000213654,GPSM3,ensembl_alt_contig
ENSG00000234510,ENSG00000226030,HLA-DQB3,ensembl_alt_contig
ENSG00000234514,ENSG00000204482,LST1,ensembl_alt_contig
ENSG00000234528,ENSG00000235238,SUMO2P1,ensembl_alt_contig
ENSG00000234530,ENSG00000204498,NFKBIL1,ensembl_alt_contig
ENSG00000234536,ENSG00000272556,GTF2IP13,ensembl_id_history_name
ENSG00000234539,ENSG00000213676,ATF6B,ensembl_alt_contig
ENSG00000234549,ENSG00000137343,ATAT1,ensembl_alt_contig
ENSG00000234574,ENSG00000233892,PAIP1P1,ensembl_alt_contig
ENSG00000234599,ENSG00000204625,HCG9,ensembl_alt_contig
ENSG00000234605,ENSG00000204538,PSORS1C2,ensembl_alt_contig
ENSG00000234610,ENSG00000278811,LINC00624,ensembl_id_history_name
ENSG00000234623,ENSG00000204655,MOG,ensembl_alt_contig
ENSG00000234642,ENSG00000234515,PPP1R2P1,ensembl_alt_contig
ENSG00000234643,ENSG00000275945,EIF3FP1,ensembl_id_history_name
ENSG00000234651,ENSG00000204463,BAG6,ensembl_alt_contig
ENSG00000234668,ENSG00000213760,ATP6V1G2,ensembl_alt_contig
ENSG00000234669,ENSG00000204644,ZFP57,ensembl_alt_contig
ENSG00000234674,ENSG00000137310,TCF19,ensembl_alt_contig
ENSG00000234681,ENSG00000229142,HCG4P8,ensembl_alt_contig
ENSG00000234704,ENSG00000204256,BRD2,ensembl_alt_contig
ENSG00000234729,ENSG00000204305,AGER,ensembl_alt_contig
ENSG00000234734,ENSG00000276040,SPATA31A7,ensembl_id_history_name
ENSG00000234746,ENSG00000204700,OR2J2,ensembl_alt_contig
ENSG00000234757,ENSG00000273907,CA15P2,ensembl_id_history_name
ENSG00000234786,ENSG00000235290,HLA-W,ensembl_alt_contig
ENSG00000234794,ENSG00000204287,HLA-DRA,ensembl_alt_contig
ENSG00000234798,ENSG00000204348,DXO,ensembl_alt_contig
ENSG00000234799,ENSG00000224372,HLA-N,ensembl_alt_contig
ENSG00000234804,ENSG00000204702,OR2J1,ensembl_alt_contig
ENSG00000234809,ENSG00000137404,NRM,ensembl_alt_contig
ENSG00000234834,ENSG00000224557,HLA-DPB2,ensembl_alt_contig
ENSG00000234836,ENSG00000204472,AIF1,ensembl_alt_contig
ENSG00000234846,ENSG00000204386,NEU1,ensembl_alt_contig
ENSG00000234849,ENSG00000235290,HLA-W,ensembl_alt_contig
ENSG00000234852,ENSG00000204366,ZBTB12,ensembl_alt_contig
ENSG00000234856,ENSG00000225797,UBDP1,ensembl_alt_contig
ENSG00000234858,ENSG00000230174,LINC01149,ensembl_alt_contig
ENSG00000234876,ENSG00000204301,NOTCH4,ensembl_alt_contig
ENSG00000234893,ENSG00000231074,HCG18,ensembl_alt_contig
ENSG00000234904,ENSG00000213916,RPL13P,ensembl_alt_contig
ENSG00000234920,ENSG00000213760,ATP6V1G2,ensembl_alt_contig
ENSG00000234951,ENSG00000228727,SAPCD1,ensembl_alt_contig
ENSG00000234954,ENSG00000204687,MAS1L,ensembl_alt_contig
ENSG00000234968,ENSG00000226030,HLA-DQB3,ensembl_alt_contig
ENSG00000234970,ENSG00000224312,MCCD1P2,ensembl_alt_contig
ENSG00000234972,ENSG00000278299,TBC1D3C,ensembl_id_history_name
ENSG00000234980,ENSG00000231402,WASF5P,ensembl_alt_contig
ENSG00000234992,ENSG00000229281,GPR53P,ensembl_alt_contig
ENSG00000235017,ENSG00000166278,C2,ensembl_alt_contig
ENSG00000235022,ENSG00000204618,RNF39,ensembl_alt_contig
ENSG00000235025,ENSG00000204613,TRIM10,ensembl_alt_contig
ENSG00000235030,ENSG00000137331,IER3,ensembl_alt_contig
ENSG00000235067,ENSG00000196230,TUBB,ensembl_alt_contig
ENSG00000235068,ENSG00000204531,POU5F1,ensembl_alt_contig
ENSG00000235107,ENSG00000204227,RING1,ensembl_alt_contig
ENSG00000235125,ENSG00000204498,NFKBIL1,ensembl_alt_contig
ENSG00000235130,ENSG00000274680,MYO5BP1,ensembl_id_history_name
ENSG00000235132,ENSG00000204688,OR2H1,ensembl_alt_contig
ENSG00000235134,ENSG00000231852,CYP21A2,ensembl_alt_contig
ENSG00000235144,ENSG00000235290,HLA-W,ensembl_alt_contig
ENSG00000235155,ENSG00000235863,B3GALT4,ensembl_alt_contig
ENSG00000235171,ENSG00000237285,HNRNPA1P2,ensembl_alt_contig
ENSG00000235178,ENSG00000197935,ZNF311,ensembl_alt_contig
ENSG00000235184,ENSG00000233366,ZNF90P2,ensembl_alt_contig
ENSG00000235195,ENSG00000236909,OR2P1P,ensembl_alt_contig
ENSG00000235220,ENSG00000204642,HLA-F,ensembl_alt_contig
ENSG00000235222,ENSG00000204410,MSH5,ensembl_alt_contig
ENSG00000235223,ENSG00000229068,TMPOP1,ensembl_alt_contig
ENSG00000235233,ENSG00000204520,MICA,ensembl_alt_contig
ENSG00000235249,ENSG00000284733,OR4F29,ensembl_id_history_name
ENSG00000235250,ENSG00000229776,C4B-AS1,ensembl_alt_contig
ENSG00000235259,ENSG00000204610,TRIM15,ensembl_alt_contig
ENSG00000235291,ENSG00000204569,PPP1R10,ensembl_alt_contig
ENSG00000235302,ENSG00000244355,LY6G6D,ensembl_alt_contig
ENSG00000235305,ENSG00000238024,DDX39BP2,ensembl_alt_contig
ENSG00000235307,ENSG00000204256,BRD2,ensembl_alt_contig
ENSG00000235309,ENSG00000204622,HLA-J,ensembl_alt_contig
ENSG00000235317,ENSG00000176998,HCG4,ensembl_alt_contig
ENSG00000235336,ENSG00000204385,SLC44A4,ensembl_alt_contig
ENSG00000235340,ENSG00000224312,MCCD1P2,ensembl_alt_contig
ENSG00000235342,ENSG00000230449,RPL7P4,ensembl_alt_contig
ENSG00000235346,ENSG00000204632,HLA-G,ensembl_alt_contig
ENSG00000235360,ENSG00000204439,C6orf47,ensembl_alt_contig
ENSG00000235372,ENSG00000232757,ETF1P1,ensembl_alt_contig
ENSG00000235380,ENSG00000229390,MICD,ensembl_alt_contig
ENSG00000235396,ENSG00000204301,NOTCH4,ensembl_alt_contig
ENSG00000235398,ENSG00000226067,LINC00623,ensembl_id_history_name
ENSG00000235401,ENSG00000230598,OR2H4P,ensembl_alt_contig
ENSG00000235405,ENSG00000227214,HCG15,ensembl_alt_contig
ENSG00000235439,ENSG00000198563,DDX39B,ensembl_alt_contig
ENSG00000235441,ENSG00000206474,OR10C1,ensembl_alt_contig
ENSG00000235452,ENSG00000204421,LY6G6C,ensembl_alt_contig
ENSG00000235458,ENSG00000227758,HCG9P5,ensembl_alt_contig
