cancer_code,subtype,symbol,role,agent,agent_class,phase,treatment_path_tier,line_of_therapy,eligibility_note,indication,rationale,source
STAD,,ERBB2,biomarker,,,,,,,,HER2 amplification — gates trastuzumab-based therapy,PMID:20728210
STAD,,CLDN18,biomarker,,,,,,,,Claudin-18 isoform 2 expression — gates zolbetuximab,PMID:35811317
STAD,,MLH1,biomarker,,,,,,,,MSI-H marker; gates checkpoint IO,PMID:38922524
STAD,,MSH2,biomarker,,,,,,,,MSI-H marker; Lynch syndrome relevance,PMID:38016120
STAD,,EBER1,biomarker,,,,,,,,EBV-encoded RNA — marks EBV subtype with distinct IO sensitivity,PMID:38462175
STAD,,CD274,biomarker,,,,,,,,PD-L1 CPS gates first-line IO,PMID:36260159
STAD,,FGFR2,biomarker,,,,,,,,Amplification in diffuse-type gastric; FGFR inhibitor eligibility,PMID:36260159
STAD,,MET,biomarker,,,,,,,,MET amplification identifies a small gastric-cancer subset with MET-pathway dependence,PMID:26690587
STAD,,ERBB2,target,trastuzumab,antibody,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,HER2+ gastric/GEJ,First-line with chemo for HER2+ gastric (ToGA),PMID:20728210
STAD,,ERBB2,target,trastuzumab deruxtecan,ADC,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,HER2+ gastric/GEJ,Enhertu approved in HER2-mut / HER2+ gastric post-progression,PMID:32469182
STAD,,CLDN18,target,zolbetuximab,antibody,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,CLDN18.2+ HER2- gastric/GEJ,SPOTLIGHT and GLOW trial-led approval for CLDN18.2+ HER2-negative advanced gastric,PMID:38188462
STAD,,PDCD1,target,pembrolizumab,antibody,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,PD-L1+ / MSI-H gastric/GEJ,KEYNOTE-859 — first-line IO combo for PD-L1 CPS ≥1 (≥10 in EU),PMID:37875143
STAD,,PDCD1,target,nivolumab + chemotherapy,antibody,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,gastric/GEJ,CheckMate 649 first-line nivolumab plus chemotherapy,PMID:34102137
STAD,,KDR,target,ramucirumab,antibody,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,pretreated gastric/GEJ,Anti-VEGFR2 — second-line combined with paclitaxel,PMID:25240821
STAD,,FGFR2,target,bemarituzumab,antibody,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,FGFR2b+ gastric,FIGHT was a randomized phase 2 trial of this FGFR2b-selective antibody,PMID:38308771
BLCA,,FGFR3,biomarker,,,,,,,,Activating mutations / fusions — erdafitinib eligibility,PMID:36898352
BLCA,,NECTIN4,biomarker,,,,,,,,Nectin-4 expression — gates enfortumab vedotin,PMID:34108177
BLCA,,TACSTD2,biomarker,,,,,,,,Trop-2 expression — gates sacituzumab govitecan,PMID:38986529
BLCA,,CD274,biomarker,,,,,,,,PD-L1 — gates first-line IO (CPS-aware),PMID:37410239
BLCA,,ERBB2,biomarker,,,,,,,,HER2 amplification subset — trastuzumab combos / ADCs,PMID:40540011
BLCA,,FOXA1,biomarker,,,,,,,,Luminal-subtype marker (BASE47 / consensus classifiers),PMID:34108177
BLCA,,UPK2,biomarker,,,,,,,,Uroplakin II — urothelial lineage confirmation,PMID:25449628
BLCA,,GATA3,biomarker,,,,,,,,Luminal urothelial lineage marker,PMID:38908022
BLCA,,KRT5,biomarker,,,,,,,,Basal-subtype marker,PMID:30550540
BLCA,,FGFR3,target,erdafitinib,small_molecule,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,FGFR3-altered advanced urothelial,FGFR1-4 inhibitor — second-line post platinum + IO (THOR),PMID:37871702
BLCA,,NECTIN4,target,enfortumab vedotin,ADC,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,advanced urothelial,Padcev — first-line combined with pembrolizumab (EV-302) and monotherapy in subsequent lines,PMID:38446675
BLCA,,TACSTD2,target,sacituzumab govitecan + pembrolizumab,ADC,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,metastatic urothelial cancer after platinum,Sacituzumab govitecan plus pembrolizumab was evaluated in TROPHY-U-01 cohort 3,PMID:38261969
BLCA,,PDCD1,target,enfortumab vedotin + pembrolizumab,antibody,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,advanced urothelial,First-line EV plus pembrolizumab in untreated advanced urothelial cancer,PMID:38446675
BLCA,,CD274,target,atezolizumab + platinum chemotherapy,antibody,phase_3,late_clinical,late_clinical,late-clinical follow-up; confirm trial or local availability,untreated locally advanced or metastatic urothelial cancer,Atezolizumab plus platinum chemotherapy was evaluated in IMvigor130,PMID:32416780
BLCA,,CD274,target,avelumab,antibody,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,advanced urothelial,Maintenance IO after platinum response (JAVELIN Bladder 100),PMID:32945632
BLCA,,ERBB2,target,trastuzumab deruxtecan,ADC,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,HER2+ urothelial,Enhertu basket activity in HER2-expressing urothelial,PMID:39405343
KIRC,,MET,biomarker,,,,,,,,MET overexpression / amplification — cabozantinib activity,PMID:40454929
KIRC,,AXL,biomarker,,,,,,,,Cabozantinib target; linked to VEGFR-TKI resistance,PMID:40454929
KIRC,,CD274,biomarker,,,,,,,,PD-L1 enriched in sarcomatoid; prognostic for IO response,PMID:39014460
KIRC,,PBRM1,biomarker,,,,,,,,Loss common in ccRCC; candidate IO-response biomarker,PMID:29301960
KIRC,,BAP1,biomarker,,,,,,,,Loss — adverse prognosis; differential biology,PMID:22683710
KIRC,,VHL,biomarker,,,,,,,,Inactivation drives HIF axis; universal in sporadic ccRCC,PMID:39051572
KIRC,,HIF1A,biomarker,,,,,,,,HIF axis activation marker downstream of VHL loss,PMID:38698165
KIRC,,CA9,biomarker,,,,,,,,CAIX — HIF-driven surface marker; diagnostic and theranostic target,PMID:33276608
KIRC,,PAX8,biomarker,,,,,,,,Kidney epithelial lineage — diagnostic in difficult cases,PMID:35676472
KIRC,,KDR,target,sunitinib,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,advanced RCC,Multikinase TKI — historic first-line backbone,PMID:17215529
KIRC,,KDR,target,pazopanib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,advanced RCC,Multikinase TKI,PMID:20100962
KIRC,,KDR,target,cabozantinib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,advanced RCC,MET/VEGFR/AXL multi-TKI — monotherapy and combined with IO,PMID:26406150
KIRC,,KDR,target,axitinib,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,advanced RCC,VEGFR inhibitor — combined with pembrolizumab or avelumab in first-line,PMID:30779529
KIRC,,KDR,target,lenvatinib,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,advanced RCC,VEGFR multi-TKI — with pembrolizumab (CLEAR) in first-line,PMID:33616314
KIRC,,PDCD1,target,pembrolizumab,antibody,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,advanced RCC,Anti-PD-1 — first-line combined with axitinib or lenvatinib,PMID:30779529
KIRC,,PDCD1,target,nivolumab + ipilimumab,antibody,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,intermediate/poor-risk RCC,IO-IO combination (CheckMate 214),PMID:29562145
KIRC,,CD274,target,avelumab + axitinib,antibody,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,advanced RCC,Anti-PD-L1 + VEGFR-TKI combination,PMID:30779531
KIRC,,EPAS1,target,belzutifan,small_molecule,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,VHL-associated RCC / advanced ccRCC,HIF-2α inhibitor — approved for VHL syndrome and post-IO/TKI ccRCC,PMID:39167807
CESC,,CDKN2A,biomarker,,,,,,,,p16 — surrogate marker for HPV-driven cervical / head-and-neck,PMID:32594303
CESC,,CD274,biomarker,,,,,,,,PD-L1 CPS — gates first-line pembrolizumab,PMID:28112728
CESC,,F3,biomarker,,,,,,,,Tissue factor expression — gates tisotumab vedotin,PMID:36415085
CESC,,MUC16,biomarker,,,,,,,,Elevated in adenocarcinoma subset; emerging target,PMID:31736008
CESC,,PDCD1,target,pembrolizumab,antibody,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,recurrent/metastatic CESC,Anti-PD-1 — first-line with chemo (KEYNOTE-826),PMID:34534429
CESC,,PDCD1,target,cemiplimab,antibody,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,recurrent/metastatic CESC,Anti-PD-1 — post-progression (EMPOWER-Cervical 1),PMID:39798514
CESC,,F3,target,tisotumab vedotin,ADC,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,recurrent/metastatic CESC,Tivdak — tissue-factor ADC,PMID:33845034
CESC,,PDCD1,target,nivolumab,antibody,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,recurrent/metastatic CESC,Anti-PD-1 activity evaluated in the phase 1/2 CheckMate 358 trial,PMID:38608691
ESCA,,ERBB2,biomarker,,,,,,,,HER2 overexpression defines a biomarker-selected esophageal-adenocarcinoma subset,PMID:35038433
ESCA,,CD274,biomarker,,,,,,,,PD-L1 CPS — first-line IO,PMID:33026938
ESCA,,MLH1,biomarker,,,,,,,,MSI-H marker — uncommon but eligible for IO,PMID:41163511
ESCA,,TP53,biomarker,,,,,,,,Mutation common; prognostic,PMID:36966136
ESCA,,CLDN18,biomarker,,,,,,,,CLDN18.2 is under evaluation as a biomarker in esophageal and gastroesophageal carcinomas,PMID:41989337
ESCA,,PDCD1,target,nivolumab,antibody,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,advanced esophageal/GEJ,First-line IO combination (CheckMate 648 / 649),PMID:35108470
ESCA,,PDCD1,target,pembrolizumab,antibody,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,advanced esophageal squamous / adeno,First-line with chemo (KEYNOTE-590),PMID:34454674
PAAD,,KRAS,biomarker,,,,,,,,Activating mutations near universal (G12D most common); predictive and stratifying,PMID:38686056
PAAD,,BRCA1,biomarker,,,,,,,,Germline mutation — olaparib maintenance eligibility,PMID:31157963
PAAD,,BRCA2,biomarker,,,,,,,,Germline mutation — olaparib maintenance eligibility,PMID:31157963
PAAD,,PALB2,biomarker,,,,,,,,HRD gene; emerging PARP inhibitor trials,PMID:35171259
PAAD,,TP53,biomarker,,,,,,,,Mutation common; prognostic and co-occurring with KRAS,PMID:27158978
PAAD,,CDKN2A,biomarker,,,,,,,,Frequent loss; potential synthetic-lethal approaches,PMID:27158978
PAAD,,SMAD4,biomarker,,,,,,,,Loss associated with metastatic phenotype / adverse prognosis,PMID:40440097
PAAD,,CLDN18,biomarker,,,,,,,,CLDN18.2 expression subset — emerging target for zolbetuximab / ADCs,PMID:37507075
PAAD,,NRG1,biomarker,,,,,,,,NRG1 fusion — actionable subset with zenocutuzumab,PMID:39908431
PAAD,,KRT19,biomarker,,,,,,,,Pancreatic ductal adenocarcinoma lineage marker,PMID:39280598
PAAD,,PDX1,biomarker,,,,,,,,Pancreatic lineage transcription factor,PMID:17056599
PAAD,,BRCA1,target,olaparib,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,gBRCA-mut metastatic PAAD,PARP inhibitor maintenance after platinum response (POLO),PMID:31157963
PAAD,,NRG1,target,zenocutuzumab,antibody,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,NRG1-fusion PAAD and NSCLC,Bispecific HER2/HER3 in NRG1-fusion tumours,PMID:39908431
PAAD,,KRAS,target,adagrasib,small_molecule,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,KRAS G12C PAAD,KRAS G12C inhibitor — basket activity,PMID:38637634
PAAD,,KRAS,target,sotorasib,small_molecule,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,KRAS G12C PAAD,KRAS G12C inhibitor — basket activity,PMID:36546651
PAAD,,KRAS,target,MRTX1133,small_molecule,phase_1,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,KRAS G12D PAAD,Selective KRAS G12D inhibitor in early clinical development,PMID:37831007
PAAD,,CLDN18,target,zolbetuximab,antibody,preclinical,preclinical,preclinical,preclinical follow-up; not a clinical recommendation,CLDN18.2+ PAAD,CLDN18.2-targeted activity is supported in pancreatic-cancer models,PMID:30546962
LIHC,,AFP,biomarker,,,,,,,,Alpha-fetoprotein — diagnostic and prognostic serum marker,PMID:37683735
LIHC,,GPC3,biomarker,,,,,,,,Glypican-3 — HCC-enriched surface antigen; diagnostic and target,PMID:28621802
LIHC,,CTNNB1,biomarker,,,,,,,,Activating exon 3 mutations common; β-catenin-active subtype,PMID:38123979
LIHC,,TERT,biomarker,,,,,,,,Promoter mutation — the most frequent somatic alteration in HCC,PMID:26099527
LIHC,,TP53,biomarker,,,,,,,,Mutation marks HBV-associated and more aggressive disease,PMID:31585088
LIHC,,AXIN1,biomarker,,,,,,,,Wnt pathway alteration — subset of HCC,PMID:41804058
LIHC,,FGF19,biomarker,,,,,,,,11q13 amplification with CCND1 — FGFR4 pathway,PMID:36907560
LIHC,,VEGFA,biomarker,,,,,,,,Elevated in HCC; rationale for VEGF-axis therapy,PMID:36157115
LIHC,,MET,biomarker,,,,,,,,Overexpression subset; tivantinib / cabozantinib interest,PMID:35634427
LIHC,,CD274,biomarker,,,,,,,,PD-L1 prognostic in some cohorts; role in IO response,PMID:36601120
LIHC,,CD274,target,atezolizumab + bevacizumab,antibody,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,advanced HCC,First-line IO + VEGF (IMbrave150),PMID:32402160
LIHC,,CD274,target,durvalumab + tremelimumab,antibody,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,advanced HCC,STRIDE regimen — PD-L1 + CTLA-4 (HIMALAYA),PMID:38382875
LIHC,,KDR,target,sorafenib,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,advanced HCC,Historic first-line multikinase TKI,PMID:18650514
LIHC,,KDR,target,lenvatinib,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,advanced HCC,First-line multikinase TKI (REFLECT),PMID:29433850
LIHC,,MET,target,cabozantinib,small_molecule,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,advanced HCC (2L),Multikinase TKI — second-line post sorafenib (CELESTIAL),PMID:29972759
LIHC,,KDR,target,regorafenib,small_molecule,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,advanced HCC (2L),Multikinase TKI — post-sorafenib,PMID:27932229
LIHC,,KDR,target,ramucirumab,antibody,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,AFP+ advanced HCC (2L),Anti-VEGFR2 for AFP ≥ 400 (REACH-2),PMID:30665869
LIHC,,FGF19,target,fisogatinib,small_molecule,phase_1,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,FGF19+ HCC,FGFR4-selective inhibitor for FGF19-amplified HCC,PMID:31575541
SARC,leiomyosarcoma,ACTA2,biomarker,,,,,,,,Smooth-muscle actin supports smooth-muscle differentiation in leiomyosarcoma,PMID:12944549
SARC,leiomyosarcoma,CALD1,biomarker,,,,,,,,h-Caldesmon supports smooth-muscle differentiation in leiomyosarcoma,PMID:12944549
SARC,leiomyosarcoma,MYH11,biomarker,,,,,,,,Smooth-muscle myosin heavy chain supports smooth-muscle differentiation in leiomyosarcoma,PMID:20004935
SARC,leiomyosarcoma,DES,biomarker,,,,,,,,Desmin supports smooth-muscle differentiation in leiomyosarcoma,PMID:12944549
SARC,leiomyosarcoma,CDKN2A,biomarker,,,,,,,,CDKN2A inactivation affects a subset of leiomyosarcomas,PMID:28283584
SARC,leiomyosarcoma,TP53,biomarker,,,,,,,,TP53 alterations are frequent in leiomyosarcoma,PMID:33015533
SARC,leiomyosarcoma,RB1,biomarker,,,,,,,,RB1 alterations are frequent in leiomyosarcoma,PMID:33015533
SARC,dedifferentiated_liposarcoma,MDM2,biomarker,,,,,,,,Ring-chromosome 12q amplification with MDM2 — pathognomonic for WDLPS/DDLPS,PMID:36439412
SARC,dedifferentiated_liposarcoma,CDK4,biomarker,,,,,,,,Co-amplified with MDM2 on 12q13-15 — gates CDK4/6-inhibitor eligibility,PMID:30852045
SARC,dedifferentiated_liposarcoma,HMGA2,biomarker,,,,,,,,12q amplicon — lipogenic-lineage marker in WDLPS/DDLPS,PMID:37698344
SARC,dedifferentiated_liposarcoma,FRS2,biomarker,,,,,,,,12q co-amplification; FGFR-pathway adapter,PMID:23393200
SARC,dedifferentiated_liposarcoma,TP53,biomarker,,,,,,,,More common in DDLPS than WDLPS — adverse prognosis,PMID:30852045
SARC,dedifferentiated_liposarcoma,MDM2,target,brigimadlin (BI 907828),small_molecule,phase_3,late_clinical,late_clinical,late-clinical follow-up; confirm trial or local availability,MDM2-amplified DDLPS,MDM2-p53 antagonist — Brightline-1 phase 3 trial,PMID:42268294
SARC,dedifferentiated_liposarcoma,CDK4,target,palbociclib,small_molecule,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,CDK4-amplified WDLPS/DDLPS,CDK4/6 inhibitor — encouraging phase 2 results in WDLPS/DDLPS,PMID:42082272
SARC,dedifferentiated_liposarcoma,CDK4,target,abemaciclib,small_molecule,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,CDK4-amplified WDLPS/DDLPS,CDK4/6 inhibitor — SARC041 and other phase 2 studies,PMID:37695642
SARC,myxoid_liposarcoma,DDIT3,biomarker,,,,,,,,FUS-DDIT3 (formerly FUS-CHOP) fusion — pathognomonic for MRCLS,PMID:39456230
SARC,myxoid_liposarcoma,MAGEA4,biomarker,,,,,,,,Expressed in ~40% of MRCLS — gates afami-cel / MAGE-A4 TCR-T eligibility,PMID:30881511
SARC,myxoid_liposarcoma,CTAG1B,biomarker,,,,,,,,NY-ESO-1 — expressed in majority of MRCLS; TCR-T target,PMID:34845972
SARC,myxoid_liposarcoma,PRAME,biomarker,,,,,,,,CT antigen expressed in MRCLS; candidate immunotherapy target,PMID:27499900
SARC,myxoid_liposarcoma,PPARG,biomarker,,,,,,,,Higher PPARG expression is associated with distant-metastasis risk in myxoid liposarcoma,PMID:27401457
SARC,myxoid_liposarcoma,MAGEA4,target,afami-cel (afamitresgene autoleucel),TCR-T,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,HLA-A*02+ MAGE-A4+ MRCLS,First-in-class engineered TCR-T — approved in synovial sarcoma; MRCLS cohorts in basket trials,PMID:38554725
SARC,myxoid_liposarcoma,CTAG1B,target,letetresgene autoleucel,TCR-T,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,HLA-A*02+ NY-ESO-1+ MRCLS,NY-ESO-1 TCR-T — phase 2 in synovial / MRCLS,PMID:39836945
SARC,synovial_sarcoma,SS18,biomarker,,,,,,,,SS18-SSX1/2/4 fusion (typically t(X;18)) — pathognomonic for synovial sarcoma,PMID:39528099
SARC,synovial_sarcoma,MAGEA4,biomarker,,,,,,,,Expressed in majority of synovial sarcoma — gates afami-cel eligibility,PMID:27993576
SARC,synovial_sarcoma,CTAG1B,biomarker,,,,,,,,NY-ESO-1 — widely expressed; lete-cel target,PMID:27993576
SARC,synovial_sarcoma,PRAME,biomarker,,,,,,,,Broadly expressed CT antigen; expression and HLA class I patterns support PRAME-specific TCR-T development,PMID:30524904
SARC,synovial_sarcoma,TLE1,biomarker,,,,,,,,TLE1 is a sensitive but not specific diagnostic IHC marker; fusion confirmation remains required,PMID:31614009
SARC,synovial_sarcoma,BCL2,biomarker,,,,,,,,Broadly overexpressed — candidate for BCL2-targeted therapy trials,PMID:36765545
SARC,synovial_sarcoma,MAGEA4,target,afami-cel (Tecelra),TCR-T,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,HLA-A*02+ MAGE-A4+ advanced synovial sarcoma,First engineered TCR-T approved by FDA (2024) — SPEARHEAD-1 trial,PMID:38554725
SARC,synovial_sarcoma,CTAG1B,target,letetresgene autoleucel (lete-cel),TCR-T,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,HLA-A*02+ NY-ESO-1+ synovial sarcoma,NY-ESO-1 TCR-T — pivotal phase 2,PMID:36075914
SARC,dsrct,EWSR1,biomarker,,,,,,,,EWSR1-WT1 t(11;22)(p13;q12) fusion — pathognomonic for desmoplastic small round cell tumor,PMID:42054145
SARC,dsrct,WT1,biomarker,,,,,,,,C-terminal WT1 IHC — positive due to the EWSR1-WT1 fusion; diagnostic,PMID:39198430
SARC,dsrct,DES,biomarker,,,,,,,,Dot-like desmin IHC — characteristic DSRCT pattern,PMID:11955420
SARC,dsrct,VIM,biomarker,,,,,,,,Vimentin positivity alongside keratin — DSRCT polyphenotypic pattern,PMID:40103885
SARC,dsrct,WT1,target,WT1 peptide vaccine,vaccine,phase_1,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,WT1+ sarcoma; DSRCT-specific WT1 biology from EWSR1-WT1 fusion,WT1 peptide vaccine evidence is sarcoma-wide rather than DSRCT-specific; DSRCT-specific therapeutic rationale comes from EWSR1-WT1 biology,PMID:35069874; PMID:39139449
SARC,gist,KIT,biomarker,,,,,,,,CD117 — activating mutation in majority of GIST; gates imatinib / sunitinib / avapritinib eligibility,PMID:12522257
SARC,gist,PDGFRA,biomarker,,,,,,,,Imatinib-sensitive mutations (e.g. V561D); D842V requires avapritinib,PMID:12522257
SARC,gist,SDHB,biomarker,,,,,,,,Loss identifies SDH-deficient (WT) GIST — paediatric/young adult subtype with different biology,PMID:36387130
SARC,gist,SDHA,biomarker,,,,,,,,Alternate SDH complex loss — similar SDH-deficient biology,PMID:36915446
SARC,gist,BRAF,biomarker,,,,,,,,BRAF V600E occurs in a subset of KIT/PDGFRA-wild-type GIST,PMID:18615679
SARC,gist,NF1,biomarker,,,,,,,,NF1 inactivation in wild-type GIST,PMID:29441367
SARC,gist,KIT,target,imatinib,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,unresectable/metastatic GIST,First-line KIT/PDGFRA inhibitor — standard of care,PMID:12181401
SARC,gist,KIT,target,sunitinib,small_molecule,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,imatinib-resistant GIST,Multikinase — second-line after imatinib failure,PMID:17046465
SARC,gist,KIT,target,regorafenib,small_molecule,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,third-line GIST,Multikinase — post-imatinib/sunitinib failure,PMID:23177515
SARC,gist,KIT,target,ripretinib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,fourth-line GIST,Switch-control KIT/PDGFRA inhibitor — INVICTUS trial,PMID:32511981
SARC,gist,PDGFRA,target,avapritinib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,PDGFRA D842V GIST,Selective PDGFRA D842V inhibitor — NAVIGATOR trial,PMID:32615108
SARC,gist,NTRK1,target,larotrectinib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,NTRK gene-fusion-positive solid tumors (tumor-agnostic),Tumor-agnostic NTRK inhibitor — relevant here to NTRK-fusion WT GIST,PMID:41553644
SARC,ewing_sarcoma,EWSR1,biomarker,,,,,,,,EWSR1-FLI1 t(11;22) fusion (~85%) or EWSR1-ERG — pathognomonic for Ewing sarcoma,PMID:29977059
SARC,ewing_sarcoma,FLI1,biomarker,,,,,,,,Fusion partner — IHC positive in Ewing,PMID:29513652
SARC,ewing_sarcoma,NKX2-2,biomarker,,,,,,,,Downstream EWSR1-FLI1 target; lineage marker,PMID:34584801
SARC,ewing_sarcoma,CD99,biomarker,,,,,,,,Membranous CD99 staining — sensitive but not specific Ewing IHC,PMID:38051221
SARC,ewing_sarcoma,CAV1,biomarker,,,,,,,,Caveolin-1 — marker of Ewing differentiation,PMID:27487136
SARC,ewing_sarcoma,PRAME,biomarker,,,,,,,,Candidate Ewing sarcoma-associated CT antigen; expression/immune-reactivity evidence supports careful antigen-specific immunotherapy workup,PMID:24973179
SARC,ewing_sarcoma,CDK4,target,palbociclib,small_molecule,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,relapsed Ewing,CDK4/6 inhibitor — ongoing phase 2,PMID:37306107
SARC,kinase_driven_sarcoma,EGFR,biomarker,,,,,,,,EGFR kinase-domain duplication / activating alteration — kinase-driver evidence; confirm with DNA/RNA structural-variant assay,PMID:39863531
SARC,kinase_driven_sarcoma,EGFR,target,EGFR TKI (afatinib / osimertinib),small_molecule,off_label,off_label,clinical_trial,off-label/trial follow-up; confirm EGFR KDD or activating EGFR alteration and trial availability,EGFR KDD / activating EGFR alteration in kinase-driven sarcoma,EGFR KDD is an oncogenic driver with TKI response precedent strongest outside sarcoma; rare sarcoma-like tumors with EGFR KDD are reported,PMID:39863531; PMID:30255937
THCA,,BRAF,biomarker,,,,,,,,V600E — most common mutation in papillary thyroid carcinoma (~50%); drives RAI resistance,PMID:37647391
THCA,,RET,biomarker,,,,,,,,RET fusions (CCDC6-RET etc.) in PTC — selpercatinib / pralsetinib eligibility,PMID:32846061
THCA,,HRAS,biomarker,,,,,,,,RAS-family mutation (H/N/KRAS Q61) — prevalent in follicular thyroid cancer,PMID:41031922
THCA,,NRAS,biomarker,,,,,,,,Most common RAS mutation in FTC; defines follicular subtype,PMID:28323937
THCA,,NTRK1,biomarker,,,,,,,,NTRK fusion — rare; larotrectinib / entrectinib eligibility,PMID:37548775
THCA,,TERT,biomarker,,,,,,,,Promoter mutation — adverse prognosis; common in anaplastic / poorly-differentiated,PMID:37647391
THCA,,TG,biomarker,,,,,,,,Thyroglobulin — lineage confirmation and serum recurrence marker,PMID:28493290
THCA,,NKX2-1,biomarker,,,,,,,,TTF-1 — thyroid lineage (also lung),PMID:34748583
THCA,,PAX8,biomarker,,,,,,,,Thyroid / gynecologic lineage,PMID:38993572
THCA,,TP53,biomarker,,,,,,,,Mutation in anaplastic thyroid carcinoma — adverse prognosis,PMID:26878173
THCA,,KDR,target,lenvatinib,small_molecule,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,RAI-refractory DTC,VEGFR multi-TKI — SELECT trial,PMID:25671254
THCA,,KDR,target,sorafenib,small_molecule,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,RAI-refractory DTC,VEGFR multi-TKI — DECISION trial,PMID:24768112
THCA,,KDR,target,cabozantinib,small_molecule,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,RAI-refractory DTC (2L),Multikinase TKI — COSMIC-311 trial,PMID:34237250
THCA,,BRAF,target,dabrafenib + trametinib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,BRAF V600E anaplastic thyroid,BRAF/MEK combination — tumor-agnostic plus specific ATC approval,PMID:29072975
THCA,,RET,target,selpercatinib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm RET fusion and radioactive-iodine-refractory disease,RET-fusion-positive RAI-refractory thyroid cancer,Selective RET inhibitor for RET-fusion-positive non-medullary thyroid cancer,PMID:32846061
THCA,,RET,target,pralsetinib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm RET fusion and radioactive-iodine-refractory disease,RET-fusion-positive RAI-refractory thyroid cancer,Selective RET inhibitor evaluated in the ARROW thyroid-cancer cohorts,PMID:34118198
