cancer_code,subtype,symbol,role,agent,pmid,pubmed_title,publication_year,supports_gene_or_agent,supports_disease_context,supports_role_and_phase,reviewed_on
LAML,,KMT2A,target,revumenib,PMID:39121437,Menin Inhibition With Revumenib for KMT2A-Rearranged Relapsed or Refractory Acute Leukemia (AUGMENT-101).,2025,true,true,true,2026-07-17
LAML,,NPM1,target,revumenib,PMID:40332046,Menin inhibition with revumenib for NPM1-mutated relapsed or refractory acute myeloid leukemia: the AUGMENT-101 study.,2025,true,true,true,2026-07-17
LAML,apl,PML,biomarker,,PMID:39017850,Function of PML-RARA in Acute Promyelocytic Leukemia.,2024,true,true,true,2026-07-17
LAML,apl,RARA,biomarker,,PMID:39017850,Function of PML-RARA in Acute Promyelocytic Leukemia.,2024,true,true,true,2026-07-17
LAML,apl,FLT3,biomarker,,PMID:34774343,A review of FLT3 inhibitors in acute myeloid leukemia.,2022,true,true,true,2026-07-17
LAML,apl,RARA,target,tretinoin,PMID:23841729,Retinoic acid and arsenic trioxide for acute promyelocytic leukemia.,2013,true,true,true,2026-07-17
LAML,apl,PML,target,arsenic trioxide,PMID:23841729,Retinoic acid and arsenic trioxide for acute promyelocytic leukemia.,2013,true,true,true,2026-07-17
UCEC,,MLH1,biomarker,,PMID:21642682,"Cancer risks associated with germline mutations in MLH1, MSH2, and MSH6 genes in Lynch syndrome.",2011,true,true,true,2026-07-17
UCEC,,MSH2,biomarker,,PMID:21642682,"Cancer risks associated with germline mutations in MLH1, MSH2, and MSH6 genes in Lynch syndrome.",2011,true,true,true,2026-07-17
UCEC,,MSH6,biomarker,,PMID:21642682,"Cancer risks associated with germline mutations in MLH1, MSH2, and MSH6 genes in Lynch syndrome.",2011,true,true,true,2026-07-17
UCEC,,PMS2,biomarker,,PMID:34398969,Endometrial cancer in Lynch syndrome.,2022,true,true,true,2026-07-17
UCEC,,POLE,biomarker,,PMID:23636398,Integrated genomic characterization of endometrial carcinoma.,2013,true,true,true,2026-07-17
UCEC,,PTEN,biomarker,,PMID:23636398,Integrated genomic characterization of endometrial carcinoma.,2013,true,true,true,2026-07-17
UCEC,,TP53,biomarker,,PMID:23636398,Integrated genomic characterization of endometrial carcinoma.,2013,true,true,true,2026-07-17
UCEC,,PAX8,biomarker,,PMID:40138919,Excess heme orchestrates progesterone resistance in uterine endometrial cancer through macrophage polarization and the IL-33/PAX8/PGR axis.,2025,true,true,true,2026-07-17
UCEC,,ERBB2,biomarker,,PMID:39768892,HER2-Positive Serous Endometrial Cancer Treatment: Current Clinical Practice and Future Directions.,2024,true,true,true,2026-07-17
UCEC,,ARID1A,biomarker,,PMID:23636398,Integrated genomic characterization of endometrial carcinoma.,2013,true,true,true,2026-07-17
UCEC,,CTNNB1,biomarker,,PMID:23636398,Integrated genomic characterization of endometrial carcinoma.,2013,true,true,true,2026-07-17
UCEC,,PDCD1,target,pembrolizumab + chemotherapy,PMID:36972022,Pembrolizumab plus Chemotherapy in Advanced Endometrial Cancer.,2023,true,true,true,2026-07-17
UCEC,,PDCD1,target,dostarlimab,PMID:38866180,Overall survival in patients with endometrial cancer treated with dostarlimab plus carboplatin-paclitaxel in the randomized ENGOT-EN6/GOG-3031/RUBY trial.,2024,true,true,true,2026-07-17
UCEC,,PDCD1,target,pembrolizumab + lenvatinib,PMID:37058687,Lenvatinib Plus Pembrolizumab in Previously Treated Advanced Endometrial Cancer: Updated Efficacy and Safety From the Randomized Phase III Study 309/KEYNOTE-775.,2023,true,true,true,2026-07-17
UCEC,,ERBB2,target,trastuzumab,PMID:32601075,Randomized Phase II Trial of Carboplatin-Paclitaxel Compared with Carboplatin-Paclitaxel-Trastuzumab in Advanced (Stage III-IV) or Recurrent Uterine Serous Carcinomas that Overexpress Her2/Neu (NCT01367002): Updated Overall Survival Analysis.,2020,true,true,true,2026-07-17
UCEC,,ERBB2,target,trastuzumab deruxtecan,PMID:37595181,Fam-Trastuzumab Deruxtecan in HER2/Neu-Expressing Serous Endometrial Cancer.,2023,true,true,true,2026-07-17
STAD,,ERBB2,biomarker,,PMID:20728210,"Trastuzumab in combination with chemotherapy versus chemotherapy alone for treatment of HER2-positive advanced gastric or gastro-oesophageal junction cancer (ToGA): a phase 3, open-label, randomised controlled trial.",2010,true,true,true,2026-07-17
STAD,,CLDN18,biomarker,,PMID:35811317,Multiplex immunohistochemistry defines the tumor immune microenvironment and immunotherapeutic outcome in CLDN18.2-positive gastric cancer.,2022,true,true,true,2026-07-17
STAD,,MLH1,biomarker,,PMID:38922524,Potent therapeutic strategy in gastric cancer with microsatellite instability-high and/or deficient mismatch repair.,2024,true,true,true,2026-07-17
STAD,,MSH2,biomarker,,PMID:38016120,Lnc-PTCHD4-AS inhibits gastric cancer through MSH2-MSH6 dimerization and ATM-p53-p21 activation.,2023,true,true,true,2026-07-17
STAD,,EBER1,biomarker,,PMID:38462175,Regulation mechanism of EBV-encoded EBER1 and LMP2A on YAP1 and the impact of YAP1 on the EBV infection status in EBV-associated gastric carcinoma.,2024,true,true,true,2026-07-17
STAD,,CD274,biomarker,,PMID:36260159,Predictive biomarkers in gastric cancer.,2023,true,true,true,2026-07-17
STAD,,FGFR2,biomarker,,PMID:36260159,Predictive biomarkers in gastric cancer.,2023,true,true,true,2026-07-17
STAD,,MET,biomarker,,PMID:26690587,MET-targeted therapy for gastric cancer: the importance of a biomarker-based strategy.,2016,true,true,true,2026-07-17
STAD,,ERBB2,target,trastuzumab,PMID:20728210,"Trastuzumab in combination with chemotherapy versus chemotherapy alone for treatment of HER2-positive advanced gastric or gastro-oesophageal junction cancer (ToGA): a phase 3, open-label, randomised controlled trial.",2010,true,true,true,2026-07-17
STAD,,ERBB2,target,trastuzumab deruxtecan,PMID:32469182,Trastuzumab Deruxtecan in Previously Treated HER2-Positive Gastric Cancer.,2020,true,true,true,2026-07-17
STAD,,CLDN18,target,zolbetuximab,PMID:38188462,Zolbetuximab for Claudin18.2-positive gastric or gastroesophageal junction cancer.,2024,true,true,true,2026-07-17
STAD,,PDCD1,target,pembrolizumab,PMID:37875143,"Pembrolizumab plus chemotherapy versus placebo plus chemotherapy for HER2-negative advanced gastric cancer (KEYNOTE-859): a multicentre, randomised, double-blind, phase 3 trial.",2023,true,true,true,2026-07-17
STAD,,PDCD1,target,nivolumab + chemotherapy,PMID:34102137,"First-line nivolumab plus chemotherapy versus chemotherapy alone for advanced gastric, gastro-oesophageal junction, and oesophageal adenocarcinoma (CheckMate 649): a randomised, open-label, phase 3 trial.",2021,true,true,true,2026-07-17
STAD,,KDR,target,ramucirumab,PMID:25240821,"Ramucirumab plus paclitaxel versus placebo plus paclitaxel in patients with previously treated advanced gastric or gastro-oesophageal junction adenocarcinoma (RAINBOW): a double-blind, randomised phase 3 trial.",2014,true,true,true,2026-07-17
STAD,,FGFR2,target,bemarituzumab,PMID:38308771,Bemarituzumab as first-line treatment for locally advanced or metastatic gastric/gastroesophageal junction adenocarcinoma: final analysis of the randomized phase 2 FIGHT trial.,2024,true,true,true,2026-07-17
BLCA,,FGFR3,biomarker,,PMID:36898352,Role of FGFR3 in bladder cancer: Treatment landscape and future challenges.,2023,true,true,true,2026-07-17
BLCA,,NECTIN4,biomarker,,PMID:34108177,Heterogeneity in NECTIN4 Expression Across Molecular Subtypes of Urothelial Cancer Mediates Sensitivity to Enfortumab Vedotin.,2021,true,true,true,2026-07-17
BLCA,,TACSTD2,biomarker,,PMID:38986529,"Genomic, immunologic, and prognostic associations of TROP2 (TACSTD2) expression in solid tumors.",2024,true,true,true,2026-07-17
BLCA,,CD274,biomarker,,PMID:37410239,Assessment of PD-L1 Status in Urothelial Cancer.,2023,true,true,true,2026-07-17
BLCA,,ERBB2,biomarker,,PMID:40540011,ERBB2/HER2 Alterations in ctDNA and Metachronous Tissues of Patients with Metastatic Urothelial Cancer.,2025,true,true,true,2026-07-17
BLCA,,FOXA1,biomarker,,PMID:34108177,Heterogeneity in NECTIN4 Expression Across Molecular Subtypes of Urothelial Cancer Mediates Sensitivity to Enfortumab Vedotin.,2021,true,true,true,2026-07-17
BLCA,,UPK2,biomarker,,PMID:25449628,Utility of uroplakin II expression as a marker of urothelial carcinoma.,2015,true,true,true,2026-07-17
BLCA,,GATA3,biomarker,,PMID:38908022,HER2 overexpression in urothelial carcinoma with GATA3 and PPARG copy number gains.,2024,true,true,true,2026-07-17
BLCA,,KRT5,biomarker,,PMID:30550540,The urothelial cell line UROtsa transformed by arsenite and cadmium display basal characteristics associated with muscle invasive urothelial cancers.,2018,true,true,true,2026-07-17
BLCA,,FGFR3,target,erdafitinib,PMID:37871702,Erdafitinib versus pembrolizumab in pretreated patients with advanced or metastatic urothelial cancer with select FGFR alterations: cohort 2 of the randomized phase III THOR trial.,2024,true,true,true,2026-07-17
BLCA,,NECTIN4,target,enfortumab vedotin,PMID:38446675,Enfortumab Vedotin and Pembrolizumab in Untreated Advanced Urothelial Cancer.,2024,true,true,true,2026-07-17
BLCA,,TACSTD2,target,sacituzumab govitecan + pembrolizumab,PMID:38261969,Sacituzumab Govitecan in Combination With Pembrolizumab for Patients With Metastatic Urothelial Cancer That Progressed After Platinum-Based Chemotherapy: TROPHY-U-01 Cohort 3.,2024,true,true,true,2026-07-17
BLCA,,PDCD1,target,enfortumab vedotin + pembrolizumab,PMID:38446675,Enfortumab Vedotin and Pembrolizumab in Untreated Advanced Urothelial Cancer.,2024,true,true,true,2026-07-17
BLCA,,CD274,target,atezolizumab + platinum chemotherapy,PMID:32416780,"Atezolizumab with or without chemotherapy in metastatic urothelial cancer (IMvigor130): a multicentre, randomised, placebo-controlled phase 3 trial.",2020,true,true,true,2026-07-17
BLCA,,CD274,target,avelumab,PMID:32945632,Avelumab Maintenance Therapy for Advanced or Metastatic Urothelial Carcinoma.,2020,true,true,true,2026-07-17
BLCA,,ERBB2,target,trastuzumab deruxtecan,PMID:39405343,Trastuzumab Deruxtecan with Nivolumab in HER2-Expressing Metastatic Breast or Urothelial Cancer: Analysis of the Phase Ib DS8201-A-U105 Study.,2024,true,true,true,2026-07-17
KIRC,,MET,biomarker,,PMID:40454929,Increased Expression of AXL and c-MET in High-Grade Clear Cell Renal Cell Carcinoma and Its Association With VEGFR-TKI Treatment and PD-L1 Expression.,2025,true,true,true,2026-07-17
KIRC,,AXL,biomarker,,PMID:40454929,Increased Expression of AXL and c-MET in High-Grade Clear Cell Renal Cell Carcinoma and Its Association With VEGFR-TKI Treatment and PD-L1 Expression.,2025,true,true,true,2026-07-17
KIRC,,CD274,biomarker,,PMID:39014460,"PD1/PD-L1 blockade in clear cell renal cell carcinoma: mechanistic insights, clinical efficacy, and future perspectives.",2024,true,true,true,2026-07-17
KIRC,,PBRM1,biomarker,,PMID:29301960,Genomic correlates of response to immune checkpoint therapies in clear cell renal cell carcinoma.,2018,true,true,true,2026-07-17
KIRC,,BAP1,biomarker,,PMID:22683710,BAP1 loss defines a new class of renal cell carcinoma.,2012,true,true,true,2026-07-17
KIRC,,VHL,biomarker,,PMID:39051572,"Clear Cell Renal Cell Carcinoma: A Comprehensive Review of its Histopathology, Genetics, and Differential Diagnosis.",2025,true,true,true,2026-07-17
KIRC,,HIF1A,biomarker,,PMID:38698165,Von Hippel-Lindau protein signalling in clear cell renal cell carcinoma.,2024,true,true,true,2026-07-17
KIRC,,CA9,biomarker,,PMID:33276608,"Characterization of CD147, CA9, and CD70 as Tumor-Specific Markers on Extracellular Vesicles in Clear Cell Renal Cell Carcinoma.",2020,true,true,true,2026-07-17
KIRC,,PAX8,biomarker,,PMID:35676472,The renal lineage factor PAX8 controls oncogenic signalling in kidney cancer.,2022,true,true,true,2026-07-17
KIRC,,KDR,target,sunitinib,PMID:17215529,Sunitinib versus interferon alfa in metastatic renal-cell carcinoma.,2007,true,true,true,2026-07-17
KIRC,,KDR,target,pazopanib,PMID:20100962,Pazopanib in locally advanced or metastatic renal cell carcinoma: results of a randomized phase III trial.,2010,true,true,true,2026-07-17
KIRC,,KDR,target,cabozantinib,PMID:26406150,Cabozantinib versus Everolimus in Advanced Renal-Cell Carcinoma.,2015,true,true,true,2026-07-17
KIRC,,KDR,target,axitinib,PMID:30779529,Pembrolizumab plus Axitinib versus Sunitinib for Advanced Renal-Cell Carcinoma.,2019,true,true,true,2026-07-17
KIRC,,KDR,target,lenvatinib,PMID:33616314,Lenvatinib plus Pembrolizumab or Everolimus for Advanced Renal Cell Carcinoma.,2021,true,true,true,2026-07-17
KIRC,,PDCD1,target,pembrolizumab,PMID:30779529,Pembrolizumab plus Axitinib versus Sunitinib for Advanced Renal-Cell Carcinoma.,2019,true,true,true,2026-07-17
KIRC,,PDCD1,target,nivolumab + ipilimumab,PMID:29562145,Nivolumab plus Ipilimumab versus Sunitinib in Advanced Renal-Cell Carcinoma.,2018,true,true,true,2026-07-17
KIRC,,CD274,target,avelumab + axitinib,PMID:30779531,Avelumab plus Axitinib versus Sunitinib for Advanced Renal-Cell Carcinoma.,2019,true,true,true,2026-07-17
KIRC,,EPAS1,target,belzutifan,PMID:39167807,Belzutifan versus Everolimus for Advanced Renal-Cell Carcinoma.,2024,true,true,true,2026-07-17
CESC,,CDKN2A,biomarker,,PMID:32594303,CDKN2A inhibits cell proliferation and invasion in cervical cancer through LDHA-mediated AKT/mTOR pathway.,2021,true,true,true,2026-07-17
CESC,,CD274,biomarker,,PMID:28112728,Integrated genomic and molecular characterization of cervical cancer.,2017,true,true,true,2026-07-17
CESC,,F3,biomarker,,PMID:36415085,A review of the novel tissue factor antibody-drug conjugate: Tisotumab vedotin.,2023,true,true,true,2026-07-17
CESC,,MUC16,biomarker,,PMID:31736008,MUC16 facilitates cervical cancer progression via JAK2/STAT3 phosphorylation-mediated cyclooxygenase-2 expression.,2020,true,true,true,2026-07-17
CESC,,PDCD1,target,pembrolizumab,PMID:34534429,"Pembrolizumab for Persistent, Recurrent, or Metastatic Cervical Cancer.",2021,true,true,true,2026-07-17
CESC,,PDCD1,target,cemiplimab,PMID:39798514,Cemiplimab in recurrent cervical cancer: Final analysis of overall survival in the phase III EMPOWER-Cervical 1/GOG-3016/ENGOT-cx9 trial.,2025,true,true,true,2026-07-17
CESC,,F3,target,tisotumab vedotin,PMID:33845034,"Efficacy and safety of tisotumab vedotin in previously treated recurrent or metastatic cervical cancer (innovaTV 204/GOG-3023/ENGOT-cx6): a multicentre, open-label, single-arm, phase 2 study.",2021,true,true,true,2026-07-17
CESC,,PDCD1,target,nivolumab,PMID:38608691,"Nivolumab with or without ipilimumab in patients with recurrent or metastatic cervical cancer (CheckMate 358): a phase 1-2, open-label, multicohort trial.",2024,true,true,true,2026-07-17
ESCA,,ERBB2,biomarker,,PMID:35038433,"Trastuzumab with trimodality treatment for oesophageal adenocarcinoma with HER2 overexpression (NRG Oncology/RTOG 1010): a multicentre, randomised, phase 3 trial.",2022,true,true,true,2026-07-17
ESCA,,CD274,biomarker,,PMID:33026938,Randomized Phase III KEYNOTE-181 Study of Pembrolizumab Versus Chemotherapy in Advanced Esophageal Cancer.,2020,true,true,true,2026-07-17
ESCA,,MLH1,biomarker,,PMID:41163511,Defect of MLH1 expression sensitized esophageal squamous cell carcinoma cells to Polθ inhibitor.,2025,true,true,true,2026-07-17
ESCA,,TP53,biomarker,,PMID:36966136,Integrative proteogenomic characterization of early esophageal cancer.,2023,true,true,true,2026-07-17
ESCA,,CLDN18,biomarker,,PMID:41989337,"Efficacy and safety of anti-CLDN18.2 therapies in advanced or metastatic gastric, gastro-oesophageal junction, and oesophageal carcinomas with CLDN18.2 positivity: a systematic review and meta-analysis.",2026,true,true,true,2026-07-17
ESCA,,PDCD1,target,nivolumab,PMID:35108470,Nivolumab Combination Therapy in Advanced Esophageal Squamous-Cell Carcinoma.,2022,true,true,true,2026-07-17
ESCA,,PDCD1,target,pembrolizumab,PMID:34454674,"Pembrolizumab plus chemotherapy versus chemotherapy alone for first-line treatment of advanced oesophageal cancer (KEYNOTE-590): a randomised, placebo-controlled, phase 3 study.",2021,true,true,true,2026-07-17
PAAD,,KRAS,biomarker,,PMID:38686056,Targeting KRAS in pancreatic cancer.,2024,true,true,true,2026-07-17
PAAD,,BRCA1,biomarker,,PMID:31157963,Maintenance Olaparib for Germline BRCA-Mutated Metastatic Pancreatic Cancer.,2019,true,true,true,2026-07-17
PAAD,,BRCA2,biomarker,,PMID:31157963,Maintenance Olaparib for Germline BRCA-Mutated Metastatic Pancreatic Cancer.,2019,true,true,true,2026-07-17
PAAD,,PALB2,biomarker,,PMID:35171259,Prevalence of Germline Sequence Variations Among Patients With Pancreatic Cancer in China.,2022,true,true,true,2026-07-17
PAAD,,TP53,biomarker,,PMID:27158978,Pancreatic cancer.,2016,true,true,true,2026-07-17
PAAD,,CDKN2A,biomarker,,PMID:27158978,Pancreatic cancer.,2016,true,true,true,2026-07-17
PAAD,,SMAD4,biomarker,,PMID:40440097,SMAD4 Deficiency Promotes Pancreatic Cancer Progression and Confers Susceptibility to TGFβ Inhibition.,2025,true,true,true,2026-07-17
PAAD,,CLDN18,biomarker,,PMID:37507075,CLDN18.2 BiTE Engages Effector and Regulatory T Cells for Antitumor Immune Response in Preclinical Models of Pancreatic Cancer.,2023,true,true,true,2026-07-17
PAAD,,NRG1,biomarker,,PMID:39908431,Efficacy of Zenocutuzumab in NRG1 Fusion-Positive Cancer.,2025,true,true,true,2026-07-17
PAAD,,KRT19,biomarker,,PMID:39280598,KRT19 is regulated by miR-642a-5p and promotes pancreatic cancer progression through the Wnt/β-catenin pathway.,2024,true,true,true,2026-07-17
PAAD,,PDX1,biomarker,,PMID:17056599,The PDX1 homeodomain transcription factor negatively regulates the pancreatic ductal cell-specific keratin 19 promoter.,2006,true,true,true,2026-07-17
PAAD,,BRCA1,target,olaparib,PMID:31157963,Maintenance Olaparib for Germline BRCA-Mutated Metastatic Pancreatic Cancer.,2019,true,true,true,2026-07-17
PAAD,,NRG1,target,zenocutuzumab,PMID:39908431,Efficacy of Zenocutuzumab in NRG1 Fusion-Positive Cancer.,2025,true,true,true,2026-07-17
PAAD,,KRAS,target,adagrasib,PMID:38637634,Targeting KRAS in cancer.,2024,true,true,true,2026-07-17
PAAD,,KRAS,target,sotorasib,PMID:36546651,Sotorasib in KRAS p.G12C-Mutated Advanced Pancreatic Cancer.,2023,true,true,true,2026-07-17
PAAD,,KRAS,target,MRTX1133,PMID:37831007,A Small Molecule with Big Impact: MRTX1133 Targets the KRASG12D Mutation in Pancreatic Cancer.,2024,true,true,true,2026-07-17
PAAD,,CLDN18,target,zolbetuximab,PMID:30546962,Characterization of zolbetuximab in pancreatic cancer models.,2019,true,true,true,2026-07-17
LIHC,,AFP,biomarker,,PMID:37683735,AFP-L3 and DCP strongly predict early hepatocellular carcinoma recurrence after liver transplantation.,2023,true,true,true,2026-07-17
LIHC,,GPC3,biomarker,,PMID:28621802,Glypican-3: A promising biomarker for hepatocellular carcinoma diagnosis and treatment.,2018,true,true,true,2026-07-17
LIHC,,CTNNB1,biomarker,,PMID:38123979,Targeting MMP9 in CTNNB1 mutant hepatocellular carcinoma restores CD8+ T cell-mediated antitumour immunity and improves anti-PD-1 efficacy.,2024,true,true,true,2026-07-17
LIHC,,TERT,biomarker,,PMID:26099527,Genetic Landscape and Biomarkers of Hepatocellular Carcinoma.,2015,true,true,true,2026-07-17
LIHC,,TP53,biomarker,,PMID:31585088,Integrated Proteogenomic Characterization of HBV-Related Hepatocellular Carcinoma.,2019,true,true,true,2026-07-17
LIHC,,AXIN1,biomarker,,PMID:41804058,AXIN1 Mutated Hepatocellular Carcinoma.,2026,true,true,true,2026-07-17
LIHC,,FGF19,biomarker,,PMID:36907560,FGF19/FGFR4-mediated elevation of ETV4 facilitates hepatocellular carcinoma metastasis by upregulating PD-L1 and CCL2.,2023,true,true,true,2026-07-17
LIHC,,VEGFA,biomarker,,PMID:36157115,Prognostic role of expression of angiogenesis markers in hepatocellular carcinoma: A bioinformatics analysis.,2022,true,true,true,2026-07-17
LIHC,,MET,biomarker,,PMID:35634427,AXL and MET in Hepatocellular Carcinoma: A Systematic Literature Review.,2022,true,true,true,2026-07-17
LIHC,,CD274,biomarker,,PMID:36601120,PD-1/PD-L1 checkpoint inhibitors in advanced hepatocellular carcinoma immunotherapy.,2022,true,true,true,2026-07-17
LIHC,,CD274,target,atezolizumab + bevacizumab,PMID:32402160,Atezolizumab plus Bevacizumab in Unresectable Hepatocellular Carcinoma.,2020,true,true,true,2026-07-17
LIHC,,CD274,target,durvalumab + tremelimumab,PMID:38382875,Four-year overall survival update from the phase III HIMALAYA study of tremelimumab plus durvalumab in unresectable hepatocellular carcinoma.,2024,true,true,true,2026-07-17
LIHC,,KDR,target,sorafenib,PMID:18650514,Sorafenib in advanced hepatocellular carcinoma.,2008,true,true,true,2026-07-17
LIHC,,KDR,target,lenvatinib,PMID:29433850,Lenvatinib versus sorafenib in first-line treatment of patients with unresectable hepatocellular carcinoma: a randomised phase 3 non-inferiority trial.,2018,true,true,true,2026-07-17
LIHC,,MET,target,cabozantinib,PMID:29972759,Cabozantinib in Patients with Advanced and Progressing Hepatocellular Carcinoma.,2018,true,true,true,2026-07-17
LIHC,,KDR,target,regorafenib,PMID:27932229,"Regorafenib for patients with hepatocellular carcinoma who progressed on sorafenib treatment (RESORCE): a randomised, double-blind, placebo-controlled, phase 3 trial.",2017,true,true,true,2026-07-17
LIHC,,KDR,target,ramucirumab,PMID:30665869,"Ramucirumab after sorafenib in patients with advanced hepatocellular carcinoma and increased α-fetoprotein concentrations (REACH-2): a randomised, double-blind, placebo-controlled, phase 3 trial.",2019,true,true,true,2026-07-17
LIHC,,FGF19,target,fisogatinib,PMID:31575541,First-in-Human Phase I Study of Fisogatinib (BLU-554) Validates Aberrant FGF19 Signaling as a Driver Event in Hepatocellular Carcinoma.,2019,true,true,true,2026-07-17
SARC,leiomyosarcoma,ACTA2,biomarker,,PMID:12944549,Expression of smooth muscle markers in so called malignant fibrous histiocytomas.,2003,true,true,true,2026-07-17
SARC,leiomyosarcoma,CALD1,biomarker,,PMID:12944549,Expression of smooth muscle markers in so called malignant fibrous histiocytomas.,2003,true,true,true,2026-07-17
SARC,leiomyosarcoma,MYH11,biomarker,,PMID:20004935,Pleomorphic and dedifferentiated leiomyosarcoma: clinicopathologic and immunohistochemical study of 41 cases.,2010,true,true,true,2026-07-17
SARC,leiomyosarcoma,DES,biomarker,,PMID:12944549,Expression of smooth muscle markers in so called malignant fibrous histiocytomas.,2003,true,true,true,2026-07-17
SARC,leiomyosarcoma,CDKN2A,biomarker,,PMID:28283584,Clinical Benefit in Response to Palbociclib Treatment in Refractory Uterine Leiomyosarcomas with a Common CDKN2A Alteration.,2017,true,true,true,2026-07-17
SARC,leiomyosarcoma,TP53,biomarker,,PMID:33015533,"CDKN2C-Null Leiomyosarcoma: A Novel, Genomically Distinct Class of TP53/RB1-Wild-Type Tumor With Frequent CIC Genomic Alterations and 1p/19q-Codeletion.",2020,true,true,true,2026-07-17
SARC,leiomyosarcoma,RB1,biomarker,,PMID:33015533,"CDKN2C-Null Leiomyosarcoma: A Novel, Genomically Distinct Class of TP53/RB1-Wild-Type Tumor With Frequent CIC Genomic Alterations and 1p/19q-Codeletion.",2020,true,true,true,2026-07-17
SARC,dedifferentiated_liposarcoma,MDM2,biomarker,,PMID:36439412,Targeting the MDM2-p53 pathway in dedifferentiated liposarcoma.,2022,true,true,true,2026-07-17
SARC,dedifferentiated_liposarcoma,CDK4,biomarker,,PMID:30852045,Well-differentiated liposarcoma and dedifferentiated liposarcoma: An updated review.,2019,true,true,true,2026-07-17
SARC,dedifferentiated_liposarcoma,HMGA2,biomarker,,PMID:37698344,A novel HMGA2::KITLG fusion in a dedifferentiated liposarcoma with amplification of MDM2 and HMGA2.,2024,true,true,true,2026-07-17
SARC,dedifferentiated_liposarcoma,FRS2,biomarker,,PMID:23393200,Amplification of FRS2 and activation of FGFR/FRS2 signaling pathway in high-grade liposarcoma.,2013,true,true,true,2026-07-17
SARC,dedifferentiated_liposarcoma,TP53,biomarker,,PMID:30852045,Well-differentiated liposarcoma and dedifferentiated liposarcoma: An updated review.,2019,true,true,true,2026-07-17
SARC,dedifferentiated_liposarcoma,MDM2,target,brigimadlin (BI 907828),PMID:42268294,"Brigimadlin Versus Doxorubicin in Advanced Dedifferentiated Liposarcoma: Efficacy, Safety and Translational Data from Brightline-1, a Randomized Phase 2/3 Trial.",2026,true,true,true,2026-07-17
SARC,dedifferentiated_liposarcoma,CDK4,target,palbociclib,PMID:42082272,Phase 2 study of palbociclib plus retifanlimab in patients with advanced dedifferentiated liposarcoma.,2026,true,true,true,2026-07-17
SARC,dedifferentiated_liposarcoma,CDK4,target,abemaciclib,PMID:37695642,Therapy-Induced Senescence Contributes to the Efficacy of Abemaciclib in Patients with Dedifferentiated Liposarcoma.,2024,true,true,true,2026-07-17
SARC,myxoid_liposarcoma,DDIT3,biomarker,,PMID:39456230,FUS::DDIT3 Fusion Protein in the Development of Myxoid Liposarcoma and Possible Implications for Therapy.,2024,true,true,true,2026-07-17
SARC,myxoid_liposarcoma,MAGEA4,biomarker,,PMID:30881511,Immunohistochemical expression and clinicopathological assessment of the cancer testis antigens NY-ESO-1 and MAGE-A4 in high-grade soft-tissue sarcoma.,2019,true,true,true,2026-07-17
SARC,myxoid_liposarcoma,CTAG1B,biomarker,,PMID:34845972,Expression of CTAG1B clone EPR13780 versus DDIT3 gene rearrangement distinguishes myxoid liposarcoma from its mimics with detection of novel DDIT3 gene copy number variations.,2022,true,true,true,2026-07-17
SARC,myxoid_liposarcoma,PRAME,biomarker,,PMID:27499900,Cancer-testis antigens PRAME and NY-ESO-1 correlate with tumour grade and poor prognosis in myxoid liposarcoma.,2015,true,true,true,2026-07-17
SARC,myxoid_liposarcoma,PPARG,biomarker,,PMID:27401457,Clinical relevance of peroxisome proliferator-activated receptor-gamma expression in myxoid liposarcoma.,2016,true,true,true,2026-07-17
SARC,myxoid_liposarcoma,MAGEA4,target,afami-cel (afamitresgene autoleucel),PMID:38554725,"Afamitresgene autoleucel for advanced synovial sarcoma and myxoid round cell liposarcoma (SPEARHEAD-1): an international, open-label, phase 2 trial.",2024,true,true,true,2026-07-17
SARC,myxoid_liposarcoma,CTAG1B,target,letetresgene autoleucel,PMID:39836945,Letetresgene Autoleucel in Advanced/Metastatic Myxoid/Round Cell Liposarcoma.,2025,true,true,true,2026-07-17
SARC,synovial_sarcoma,SS18,biomarker,,PMID:39528099,Advances of SS18-SSX fusion gene in synovial sarcoma: Emerging novel functions and therapeutic potentials.,2024,true,true,true,2026-07-17
SARC,synovial_sarcoma,MAGEA4,biomarker,,PMID:27993576,"Cancer-testis antigen expression in synovial sarcoma: NY-ESO-1, PRAME, MAGEA4, and MAGEA1.",2017,true,true,true,2026-07-17
SARC,synovial_sarcoma,CTAG1B,biomarker,,PMID:27993576,"Cancer-testis antigen expression in synovial sarcoma: NY-ESO-1, PRAME, MAGEA4, and MAGEA1.",2017,true,true,true,2026-07-17
SARC,synovial_sarcoma,PRAME,biomarker,,PMID:30524904,PRAME and HLA Class I expression patterns make synovial sarcoma a suitable target for PRAME specific T-cell receptor gene therapy.,2018,true,true,true,2026-07-17
SARC,synovial_sarcoma,TLE1,biomarker,,PMID:31614009,"TLE1 expression fails to distinguish between synovial sarcoma, atypical fibroxanthoma, and dermatofibrosarcoma protuberans.",2020,true,true,true,2026-07-17
SARC,synovial_sarcoma,BCL2,biomarker,,PMID:36765545,Synovial Sarcoma Preclinical Modeling: Integrating Transgenic Mouse Models and Patient-Derived Models for Translational Research.,2023,true,true,true,2026-07-17
